"年","月","日","都道府県","PCR検査陽性者数","PCR検査人数","患者数（2020年3月28日からは感染者数）","現在は入院等","退院者","死亡者"
2020,3,23,"山形",0,145,0,0,0,0
2020,3,23,"福島",2,157,2,2,0,0
2020,3,23,"茨城",5,654,5,5,0,0
2020,3,23,"栃木",4,297,4,2,2,0
2020,3,23,"群馬",11,202,11,10,0,1
2020,3,23,"埼玉",51,875,46,34,11,1
2020,3,23,"千葉",47,31,45,30,15,0
2020,3,23,"東京",154,2013,146,119,31,4
2020,3,23,"神奈川",75,0,68,47,17,4
2020,3,23,"新潟",26,786,22,19,3,0
2020,3,23,"富山",0,62,0,0,0,0
2020,3,23,"石川",8,181,6,3,3,0
2020,3,23,"福井",1,102,1,1,0,0
2020,3,23,"山梨",2,358,2,1,1,0
2020,3,23,"長野",4,336,3,2,1,0
2020,3,23,"岐阜",8,304,8,7,1,0
2020,3,23,"静岡",3,581,3,2,1,0
2020,3,23,"愛知",145,1782,136,112,8,17
2020,3,23,"三重",9,344,6,4,2,0
2020,3,23,"滋賀",5,168,5,4,1,0
2020,3,23,"京都",24,857,21,14,7,0
2020,3,23,"大阪",134,0,116,87,27,2
2020,3,23,"兵庫",112,1518,85,78,2,5
2020,3,23,"奈良",9,205,5,2,3,0
2020,3,23,"和歌山",17,1305,15,5,9,1
2020,3,23,"鳥取",0,126,0,0,0,0
2020,3,23,"島根",0,101,0,0,0,0
2020,3,23,"岡山",1,206,1,1,0,0
2020,3,23,"広島",3,631,3,2,1,0
2020,3,23,"山口",4,180,2,2,0,0
2020,3,23,"徳島",1,93,0,0,0,0
2020,3,23,"香川",1,157,1,1,0,0
2020,3,23,"愛媛",3,208,2,1,1,0
2020,3,23,"高知",12,281,11,0,11,0
2020,3,23,"福岡",6,689,6,4,2,0
2020,3,23,"佐賀",1,111,1,1,0,0
2020,3,23,"長崎",1,246,0,0,0,0
2020,3,23,"熊本",7,521,6,5,1,0
2020,3,23,"大分",17,356,15,14,1,0
2020,3,23,"宮崎",3,197,3,3,0,0
2020,3,23,"鹿児島",0,193,0,0,0,0
2020,3,23,"沖縄",3,263,3,1,2,0
2020,3,24,"北海道",163,1794,162,63,93,6
2020,3,24,"青森",2,85,2,2,0,0
2020,3,24,"岩手",0,36,0,0,0,0
2020,3,24,"宮城",1,162,1,0,1,0
2020,3,24,"秋田",2,200,1,0,1,0
2020,3,24,"山形",0,147,0,0,0,0
2020,3,24,"福島",2,164,2,2,0,0
2020,3,24,"茨城",5,576,5,5,0,0
2020,3,24,"栃木",6,299,6,4,2,0
2020,3,24,"群馬",13,209,13,12,0,1
2020,3,24,"埼玉",58,898,53,41,11,1
2020,3,24,"千葉",48,39,46,31,15,0
2020,3,24,"東京",171,2087,160,135,31,5
2020,3,24,"神奈川",80,69,73,52,17,4
2020,3,24,"新潟",28,812,24,21,3,0
2020,3,24,"富山",0,67,0,0,0,0
2020,3,24,"石川",8,192,6,3,3,0
2020,3,24,"福井",1,114,1,1,0,0
2020,3,24,"山梨",4,370,4,3,1,0
2020,3,24,"長野",5,339,4,2,2,0
2020,3,24,"岐阜",12,317,11,10,1,0
2020,3,24,"静岡",3,584,3,2,1,0
2020,3,24,"愛知",148,1895,139,114,9,17
2020,3,24,"三重",9,368,6,4,2,0
2020,3,24,"滋賀",5,173,5,4,1,0
2020,3,24,"京都",26,930,23,16,7,0
2020,3,24,"大阪",142,169,123,94,27,2
2020,3,24,"兵庫",115,1607,87,77,5,5
2020,3,24,"奈良",9,214,5,2,3,0
2020,3,24,"和歌山",17,1316,15,5,9,1
2020,3,24,"鳥取",0,129,0,0,0,0
2020,3,24,"島根",0,105,0,0,0,0
2020,3,24,"岡山",1,219,1,1,0,0
2020,3,24,"広島",3,656,3,2,1,0
2020,3,24,"山口",4,192,2,2,0,0
2020,3,24,"徳島",1,96,0,0,0,0
2020,3,24,"香川",1,160,1,1,0,0
2020,3,24,"愛媛",3,215,2,1,1,0
2020,3,24,"高知",12,307,11,0,11,0
2020,3,24,"福岡",9,703,9,7,2,0
2020,3,24,"佐賀",1,115,1,1,0,0
2020,3,24,"長崎",1,253,0,0,0,0
2020,3,24,"熊本",7,543,6,5,1,0
2020,3,24,"大分",18,743,16,15,1,0
2020,3,24,"宮崎",3,205,3,2,1,0
2020,3,24,"鹿児島",0,196,0,0,0,0
2020,3,24,"沖縄",4,271,4,2,2,0
2020,3,25,"北海道",167,1821,166,61,98,7
2020,3,25,"青森",6,102,4,4,0,0
2020,3,25,"岩手",0,41,0,0,0,0
2020,3,25,"宮城",1,175,1,0,1,0
2020,3,25,"秋田",2,204,1,0,1,0
2020,3,25,"山形",0,156,0,0,0,0
2020,3,25,"福島",2,167,2,2,0,0
2020,3,25,"茨城",9,656,9,9,0,0
2020,3,25,"栃木",7,320,6,4,2,0
2020,3,25,"群馬",13,231,13,12,0,1
2020,3,25,"埼玉",59,901,53,40,12,1
2020,3,25,"千葉",53,100,51,34,17,0
2020,3,25,"東京",212,2182,201,176,31,5
2020,3,25,"神奈川",84,74,77,56,17,4
2020,3,25,"新潟",29,845,24,21,3,0
2020,3,25,"富山",0,69,0,0,0,0
2020,3,25,"石川",8,193,6,3,3,0
2020,3,25,"福井",2,116,3,3,0,0
2020,3,25,"山梨",4,383,4,3,1,0
2020,3,25,"長野",5,339,4,2,2,0
2020,3,25,"岐阜",13,325,12,11,1,0
2020,3,25,"静岡",3,611,3,1,2,0
2020,3,25,"愛知",154,1987,144,91,36,18
2020,3,25,"三重",9,380,6,4,2,0
2020,3,25,"滋賀",5,176,5,4,1,0
2020,3,25,"京都",30,967,27,20,7,0
2020,3,25,"大阪",150,250,129,90,37,2
2020,3,25,"兵庫",116,1855,87,77,5,5
2020,3,25,"奈良",9,225,5,2,3,0
2020,3,25,"和歌山",17,1374,15,5,9,1
2020,3,25,"鳥取",0,134,0,0,0,0
2020,3,25,"島根",0,106,0,0,0,0
2020,3,25,"岡山",1,233,1,1,0,0
2020,3,25,"広島",3,687,3,2,1,0
2020,3,25,"山口",5,196,3,3,0,0
2020,3,25,"徳島",1,99,0,0,0,0
2020,3,25,"香川",1,168,1,1,0,0
2020,3,25,"愛媛",3,219,2,1,1,0
2020,3,25,"高知",12,313,11,0,11,0
2020,3,25,"福岡",9,747,9,7,2,0
2020,3,25,"佐賀",1,121,1,1,0,0
2020,3,25,"長崎",2,266,1,1,0,0
2020,3,25,"熊本",7,567,6,4,2,0
2020,3,25,"大分",25,1171,16,15,1,0
2020,3,25,"宮崎",3,222,3,2,1,0
2020,3,25,"鹿児島",0,208,0,0,0,0
2020,3,25,"沖縄",4,271,4,2,2,0
2020,3,26,"北海道",168,1929,167,62,98,7
2020,3,26,"青森",6,116,4,4,0,0
2020,3,26,"岩手",0,44,0,0,0,0
2020,3,26,"宮城",2,180,2,1,1,0
2020,3,26,"秋田",2,207,1,0,1,0
2020,3,26,"山形",0,165,0,0,0,0
2020,3,26,"福島",2,177,2,2,0,0
2020,3,26,"茨城",10,716,9,9,0,0
2020,3,26,"栃木",10,343,10,8,2,0
2020,3,26,"群馬",14,241,14,13,0,1
2020,3,26,"埼玉",66,1033,60,46,13,1
2020,3,26,"千葉",56,108,54,36,18,0
2020,3,26,"東京",259,2269,227,223,31,5
2020,3,26,"神奈川",89,218,82,60,18,4
2020,3,26,"新潟",29,920,24,21,3,0
2020,3,26,"富山",0,69,0,0,0,0
2020,3,26,"石川",8,195,6,3,3,0
2020,3,26,"福井",6,119,5,5,0,0
2020,3,26,"山梨",4,401,4,2,2,0
2020,3,26,"長野",5,371,4,2,2,0
2020,3,26,"岐阜",16,374,14,13,1,0
2020,3,26,"静岡",3,645,3,1,2,0
2020,3,26,"愛知",157,2204,147,93,36,18
2020,3,26,"三重",9,387,6,4,2,0
2020,3,26,"滋賀",6,138,6,5,1,0
2020,3,26,"京都",32,996,29,21,8,0
2020,3,26,"大阪",157,362,136,93,41,2
2020,3,26,"兵庫",118,2031,87,77,5,5
2020,3,26,"奈良",9,231,5,2,3,0
2020,3,26,"和歌山",17,1405,15,4,10,1
2020,3,26,"鳥取",0,141,0,0,0,0
2020,3,26,"島根",0,109,0,0,0,0
2020,3,26,"岡山",1,243,1,1,0,0
2020,3,26,"広島",4,722,4,3,1,0
2020,3,26,"山口",6,210,4,4,0,0
2020,3,26,"徳島",1,104,0,0,0,0
2020,3,26,"香川",1,191,1,1,0,0
2020,3,26,"愛媛",3,223,2,1,1,0
2020,3,26,"高知",12,314,11,0,11,0
2020,3,26,"福岡",11,777,11,9,2,0
2020,3,26,"佐賀",1,124,1,1,0,0
2020,3,26,"長崎",2,279,1,1,0,0
2020,3,26,"熊本",8,595,7,5,2,0
2020,3,26,"大分",25,1389,17,16,1,0
2020,3,26,"宮崎",3,235,3,2,1,0
2020,3,26,"鹿児島",1,215,1,1,0,0
2020,3,26,"沖縄",4,285,4,2,2,0
2020,3,27,"北海道",169,1976,168,47,114,7
2020,3,27,"青森",6,123,4,4,0,0
2020,3,27,"岩手",0,50,0,0,0,0
2020,3,27,"宮城",2,187,2,1,1,0
2020,3,27,"秋田",4,211,3,2,1,0
2020,3,27,"山形",0,170,0,0,0,0
2020,3,27,"福島",2,182,2,2,0,0
2020,3,27,"茨城",11,770,9,9,0,0
2020,3,27,"栃木",11,377,11,9,2,0
2020,3,27,"群馬",14,240,14,13,0,1
2020,3,27,"埼玉",72,1104,66,51,13,2
2020,3,27,"千葉",62,169,60,42,18,0
2020,3,27,"東京",299,2412,227,253,40,6
2020,3,27,"神奈川",95,276,88,66,18,4
2020,3,27,"新潟",29,977,24,17,7,0
2020,3,27,"富山",0,70,0,0,0,0
2020,3,27,"石川",8,199,6,3,3,0
2020,3,27,"福井",9,136,8,8,0,0
2020,3,27,"山梨",4,422,4,2,2,0
2020,3,27,"長野",6,396,5,3,2,0
2020,3,27,"岐阜",16,412,14,13,1,0
2020,3,27,"静岡",3,648,3,1,2,0
2020,3,27,"愛知",160,2276,150,90,42,18
2020,3,27,"三重",9,408,6,4,2,0
2020,3,27,"滋賀",6,196,6,5,1,0
2020,3,27,"京都",34,1035,31,20,11,0
2020,3,27,"大阪",177,501,154,111,41,2
2020,3,27,"兵庫",122,2121,90,80,5,5
2020,3,27,"奈良",9,253,5,2,3,0
2020,3,27,"和歌山",17,1419,15,4,10,1
2020,3,27,"鳥取",0,146,0,0,0,0
2020,3,27,"島根",0,117,0,0,0,0
2020,3,27,"岡山",2,251,2,2,0,0
2020,3,27,"広島",4,748,4,3,1,0
2020,3,27,"山口",6,228,4,4,0,0
2020,3,27,"徳島",1,110,0,0,0,0
2020,3,27,"香川",1,197,1,1,0,0
2020,3,27,"愛媛",4,234,3,2,1,0
2020,3,27,"高知",13,332,12,1,11,0
2020,3,27,"福岡",12,843,12,10,2,0
2020,3,27,"佐賀",1,129,1,1,0,0
2020,3,27,"長崎",2,292,1,1,0,0
2020,3,27,"熊本",10,658,9,7,2,0
2020,3,27,"大分",25,1489,17,16,1,0
2020,3,27,"宮崎",3,236,3,2,1,0
2020,3,27,"鹿児島",1,219,1,1,0,0
2020,3,27,"沖縄",6,303,6,4,2,0
2020,3,28,"北海道",172,1976,172,44,121,7
2020,3,28,"青森",6,124,6,6,0,0
2020,3,28,"岩手",0,50,0,0,0,0
2020,3,28,"宮城",2,187,2,1,1,0
2020,3,28,"秋田",4,211,4,2,2,0
2020,3,28,"山形",0,170,0,0,0,0
2020,3,28,"福島",2,182,2,2,0,0
2020,3,28,"茨城",13,770,13,13,0,0
2020,3,28,"栃木",11,377,11,9,2,0
2020,3,28,"群馬",15,240,15,14,0,1
2020,3,28,"埼玉",78,1104,78,60,15,3
2020,3,28,"千葉",126,207,126,106,19,1
2020,3,28,"東京",362,2656,362,315,40,7
2020,3,28,"神奈川",104,276,104,79,20,5
2020,3,28,"新潟",31,977,31,24,7,0
2020,3,28,"富山",0,71,0,0,0,0
2020,3,28,"石川",9,205,9,4,5,0
2020,3,28,"福井",12,144,12,12,0,0
2020,3,28,"山梨",4,426,4,2,2,0
2020,3,28,"長野",6,397,6,3,3,0
2020,3,28,"岐阜",16,420,16,15,1,0
2020,3,28,"静岡",4,660,4,2,2,0
2020,3,28,"愛知",164,2276,164,103,42,19
2020,3,28,"三重",9,408,9,7,2,0
2020,3,28,"滋賀",6,197,6,5,1,0
2020,3,28,"京都",37,1035,37,24,13,0
2020,3,28,"大阪",192,532,192,142,48,2
2020,3,28,"兵庫",125,2142,125,99,18,8
2020,3,28,"奈良",11,263,11,3,8,0
2020,3,28,"和歌山",17,1431,17,3,13,1
2020,3,28,"鳥取",0,146,0,0,0,0
2020,3,28,"島根",0,121,0,0,0,0
2020,3,28,"岡山",3,251,3,3,0,0
2020,3,28,"広島",4,812,4,3,1,0
2020,3,28,"山口",6,270,6,4,2,0
2020,3,28,"徳島",1,110,1,0,1,0
2020,3,28,"香川",1,197,1,1,0,0
2020,3,28,"愛媛",4,234,4,2,2,0
2020,3,28,"高知",13,342,13,1,12,0
2020,3,28,"福岡",21,844,21,19,2,0
2020,3,28,"佐賀",1,129,1,1,0,0
2020,3,28,"長崎",2,292,2,2,0,0
2020,3,28,"熊本",10,674,10,7,3,0
2020,3,28,"大分",27,1489,27,26,1,0
2020,3,28,"宮崎",3,241,3,2,1,0
2020,3,28,"鹿児島",1,219,1,1,0,0
2020,3,28,"沖縄",6,303,6,4,2,0
2020,3,29,"北海道",176,1976,176,48,121,7
2020,3,29,"青森",7,132,7,7,0,0
2020,3,29,"岩手",0,50,0,0,0,0
2020,3,29,"宮城",2,188,2,1,1,0
2020,3,29,"秋田",4,211,4,2,2,0
2020,3,29,"山形",0,170,0,0,0,0
2020,3,29,"福島",2,182,2,2,0,0
2020,3,29,"茨城",16,770,16,16,0,0
2020,3,29,"栃木",12,377,12,10,2,0
2020,3,29,"群馬",18,243,18,17,0,1
2020,3,29,"埼玉",83,1105,83,65,15,3
2020,3,29,"千葉",160,237,160,140,19,1
2020,3,29,"東京",430,2987,430,382,40,8
2020,3,29,"神奈川",107,276,107,82,20,5
2020,3,29,"新潟",31,977,31,24,7,0
2020,3,29,"富山",0,72,0,0,0,0
2020,3,29,"石川",9,212,9,4,5,0
2020,3,29,"福井",13,154,13,13,0,0
2020,3,29,"山梨",4,428,4,2,2,0
2020,3,29,"長野",8,397,8,5,3,0
2020,3,29,"岐阜",21,428,21,20,1,0
2020,3,29,"静岡",4,665,4,2,2,0
2020,3,29,"愛知",167,2276,167,106,42,19
2020,3,29,"三重",9,408,9,7,2,0
2020,3,29,"滋賀",6,197,6,5,1,0
2020,3,29,"京都",46,1035,46,33,13,0
2020,3,29,"大阪",209,553,209,159,48,2
2020,3,29,"兵庫",132,2146,132,104,18,10
2020,3,29,"奈良",11,263,11,3,8,0
2020,3,29,"和歌山",17,1433,17,3,13,1
2020,3,29,"鳥取",0,146,0,0,0,0
2020,3,29,"島根",0,128,0,0,0,0
2020,3,29,"岡山",3,251,3,3,0,0
2020,3,29,"広島",6,831,6,5,1,0
2020,3,29,"山口",6,291,6,4,2,0
2020,3,29,"徳島",1,110,1,0,1,0
2020,3,29,"香川",1,212,1,1,0,0
2020,3,29,"愛媛",4,234,4,2,2,0
2020,3,29,"高知",14,353,14,2,12,0
2020,3,29,"福岡",22,853,22,20,2,0
2020,3,29,"佐賀",1,130,1,1,0,0
2020,3,29,"長崎",2,292,2,2,0,0
2020,3,29,"熊本",10,693,10,7,3,0
2020,3,29,"大分",28,1489,28,27,1,0
2020,3,29,"宮崎",3,242,3,2,1,0
2020,3,29,"鹿児島",1,219,1,1,0,0
2020,3,29,"沖縄",8,303,8,6,2,0
2020,3,30,"北海道",177,2076,177,49,121,7
2020,3,30,"青森",7,132,7,7,0,0
2020,3,30,"岩手",0,54,0,0,0,0
2020,3,30,"宮城",6,208,6,5,1,0
2020,3,30,"秋田",4,240,4,2,2,0
2020,3,30,"山形",0,198,0,0,0,0
2020,3,30,"福島",2,203,2,2,0,0
2020,3,30,"茨城",20,921,20,20,0,0
2020,3,30,"栃木",12,439,12,10,2,0
2020,3,30,"群馬",18,253,18,17,0,1
2020,3,30,"埼玉",84,1249,84,66,15,3
2020,3,30,"千葉",160,362,160,140,19,1
2020,3,30,"東京",443,3028,443,394,40,9
2020,3,30,"神奈川",115,476,115,89,20,6
2020,3,30,"新潟",31,1024,31,24,7,0
2020,3,30,"富山",1,79,1,1,0,0
2020,3,30,"石川",11,211,11,6,5,0
2020,3,30,"福井",15,160,15,15,0,0
2020,3,30,"山梨",5,454,5,3,2,0
2020,3,30,"長野",8,475,8,5,3,0
2020,3,30,"岐阜",21,629,21,20,1,0
2020,3,30,"静岡",4,701,4,2,2,0
2020,3,30,"愛知",170,2460,170,109,42,19
2020,3,30,"三重",11,437,11,9,2,0
2020,3,30,"滋賀",6,217,6,5,1,0
2020,3,30,"京都",54,1080,54,4,13,0
2020,3,30,"大阪",217,630,217,167,48,2
2020,3,30,"兵庫",136,2399,136,108,18,10
2020,3,30,"奈良",11,292,11,3,8,0
2020,3,30,"和歌山",17,1452,17,3,13,1
2020,3,30,"鳥取",0,169,0,0,0,0
2020,3,30,"島根",0,130,0,0,0,0
2020,3,30,"岡山",4,309,4,4,0,0
2020,3,30,"広島",6,901,6,5,1,0
2020,3,30,"山口",6,257,6,4,2,0
2020,3,30,"徳島",1,123,1,0,1,0
2020,3,30,"香川",1,243,1,1,0,0
2020,3,30,"愛媛",4,250,4,2,2,0
2020,3,30,"高知",15,359,15,3,12,0
2020,3,30,"福岡",23,1033,23,21,2,0
2020,3,30,"佐賀",1,137,1,1,0,0
2020,3,30,"長崎",2,331,2,2,0,0
2020,3,30,"熊本",11,856,11,8,3,0
2020,3,30,"大分",28,1626,28,27,1,0
2020,3,30,"宮崎",3,272,3,2,1,0
2020,3,30,"鹿児島",1,263,1,1,0,0
2020,3,30,"沖縄",9,332,9,7,2,0
2020,3,31,"北海道",177,2096,177,46,124,7
2020,3,31,"青森",8,137,8,8,0,0
2020,3,31,"岩手",0,59,0,0,0,0
2020,3,31,"宮城",7,208,7,6,1,0
2020,3,31,"秋田",6,261,6,4,2,0
2020,3,31,"山形",1,222,1,1,0,0
2020,3,31,"福島",4,204,4,4,0,0
2020,3,31,"茨城",24,1028,24,24,0,0
2020,3,31,"栃木",14,456,14,12,2,0
2020,3,31,"群馬",19,289,19,18,0,1
2020,3,31,"埼玉",98,1293,98,80,15,3
2020,3,31,"千葉",164,527,164,144,19,1
2020,3,31,"東京",521,3173,521,466,40,15
2020,3,31,"神奈川",120,614,120,87,27,6
2020,3,31,"新潟",31,1061,31,21,10,0
2020,3,31,"富山",3,90,3,3,0,0
2020,3,31,"石川",13,228,13,8,5,0
2020,3,31,"福井",16,179,16,16,0,0
2020,3,31,"山梨",6,472,6,4,2,0
2020,3,31,"長野",8,506,8,5,3,0
2020,3,31,"岐阜",23,717,23,21,2,0
2020,3,31,"静岡",6,745,6,3,3,0
2020,3,31,"愛知",176,2854,176,110,47,19
2020,3,31,"三重",11,458,11,9,2,0
2020,3,31,"滋賀",7,232,7,5,2,0
2020,3,31,"京都",68,1178,68,53,15,0
2020,3,31,"大阪",245,630,245,173,70,2
2020,3,31,"兵庫",147,2462,147,118,18,11
2020,3,31,"奈良",11,314,11,3,8,0
2020,3,31,"和歌山",17,1479,17,3,13,1
2020,3,31,"鳥取",0,182,0,0,0,0
2020,3,31,"島根",0,136,0,0,0,0
2020,3,31,"岡山",4,321,4,4,0,0
2020,3,31,"広島",6,960,6,5,1,0
2020,3,31,"山口",6,287,6,3,3,0
2020,3,31,"徳島",3,144,3,2,1,0
2020,3,31,"香川",2,243,2,2,0,0
2020,3,31,"愛媛",9,267,9,7,2,0
2020,3,31,"高知",17,389,17,5,12,0
2020,3,31,"福岡",43,1069,43,41,2,0
2020,3,31,"佐賀",2,150,2,2,0,0
2020,3,31,"長崎",2,351,2,1,1,0
2020,3,31,"熊本",14,925,14,11,3,0
2020,3,31,"大分",29,1647,29,28,1,0
2020,3,31,"宮崎",3,284,3,2,1,0
2020,3,31,"鹿児島",1,265,1,1,0,0
2020,3,31,"沖縄",9,356,9,7,2,0
2020,4,1,"北海道",182,2096,182,44,131,7
2020,4,1,"青森",8,137,8,8,0,0
2020,4,1,"岩手",0,59,0,0,0,0
2020,4,1,"宮城",7,208,7,6,1,0
2020,4,1,"秋田",6,261,6,4,2,0
2020,4,1,"山形",1,222,1,1,0,0
2020,4,1,"福島",6,204,6,5,1,0
2020,4,1,"茨城",24,1028,24,23,0,1
2020,4,1,"栃木",14,456,14,12,2,0
2020,4,1,"群馬",20,289,20,19,0,1
2020,4,1,"埼玉",101,1293,101,77,20,4
2020,4,1,"千葉",175,527,175,151,23,1
2020,4,1,"東京",587,3337,587,531,40,16
2020,4,1,"神奈川",138,614,138,104,28,6
2020,4,1,"新潟",31,1061,31,21,10,0
2020,4,1,"富山",5,90,5,5,0,0
2020,4,1,"石川",15,228,15,10,5,0
2020,4,1,"福井",22,179,22,22,0,0
2020,4,1,"山梨",8,472,8,6,2,0
2020,4,1,"長野",9,506,9,6,3,0
2020,4,1,"岐阜",22,717,22,20,2,0
2020,4,1,"静岡",6,745,6,3,3,0
2020,4,1,"愛知",181,2854,181,115,47,19
2020,4,1,"三重",11,458,11,9,2,0
2020,4,1,"滋賀",8,232,8,5,3,0
2020,4,1,"京都",71,1178,71,55,16,0
2020,4,1,"大阪",279,630,279,207,70,2
2020,4,1,"兵庫",161,2462,161,132,18,11
2020,4,1,"奈良",15,314,15,7,8,0
2020,4,1,"和歌山",18,1479,18,4,13,1
2020,4,1,"鳥取",0,182,0,0,0,0
2020,4,1,"島根",0,136,0,0,0,0
2020,4,1,"岡山",4,321,4,4,0,0
2020,4,1,"広島",6,960,6,5,1,0
2020,4,1,"山口",6,287,6,3,3,0
2020,4,1,"徳島",3,144,3,2,1,0
2020,4,1,"香川",2,243,2,2,0,0
2020,4,1,"愛媛",9,267,9,7,2,0
2020,4,1,"高知",20,389,20,8,12,0
2020,4,1,"福岡",52,1069,52,47,5,0
2020,4,1,"佐賀",4,150,4,4,0,0
2020,4,1,"長崎",5,351,5,4,1,0
2020,4,1,"熊本",15,925,15,12,3,0
2020,4,1,"大分",29,1647,29,28,1,0
2020,4,1,"宮崎",3,284,3,2,1,0
2020,4,1,"鹿児島",2,265,2,2,0,0
2020,4,1,"沖縄",9,356,9,7,2,0
2020,4,2,"北海道",185,2218,185,46,131,8
2020,4,2,"青森",9,160,9,9,0,0
2020,4,2,"岩手",0,73,0,0,0,0
2020,4,2,"宮城",12,244,12,11,1,0
2020,4,2,"秋田",7,321,7,5,2,0
2020,4,2,"山形",1,275,1,1,0,0
2020,4,2,"福島",8,238,8,7,1,0
2020,4,2,"茨城",26,1266,26,24,0,2
2020,4,2,"栃木",14,571,14,12,2,0
2020,4,2,"群馬",20,542,20,19,0,1
2020,4,2,"埼玉",113,1476,113,88,21,4
2020,4,2,"千葉",181,712,181,154,26,1
2020,4,2,"東京",684,3806,684,628,40,16
2020,4,2,"神奈川",153,954,153,119,28,6
2020,4,2,"新潟",31,1139,31,21,10,0
2020,4,2,"富山",8,137,8,8,0,0
2020,4,2,"石川",16,248,16,11,5,0
2020,4,2,"福井",31,233,31,30,0,1
2020,4,2,"山梨",9,579,9,7,2,0
2020,4,2,"長野",9,596,9,6,3,0
2020,4,2,"岐阜",22,806,22,20,2,0
2020,4,2,"静岡",6,957,6,3,3,0
2020,4,2,"愛知",186,3123,186,120,47,19
2020,4,2,"三重",12,507,12,10,2,0
2020,4,2,"滋賀",8,259,8,5,3,0
2020,4,2,"京都",79,1189,79,61,18,0
2020,4,2,"大阪",312,1149,312,239,71,2
2020,4,2,"兵庫",167,2610,167,138,18,11
2020,4,2,"奈良",19,355,19,11,8,0
2020,4,2,"和歌山",20,1531,20,5,14,1
2020,4,2,"鳥取",0,201,0,0,0,0
2020,4,2,"島根",0,152,0,0,0,0
2020,4,2,"岡山",7,365,7,7,0,0
2020,4,2,"広島",6,1023,6,5,1,0
2020,4,2,"山口",6,328,6,3,3,0
2020,4,2,"徳島",3,156,3,2,1,0
2020,4,2,"香川",2,304,2,2,0,0
2020,4,2,"愛媛",11,312,11,9,2,0
2020,4,2,"高知",21,417,21,9,12,0
2020,4,2,"福岡",62,1198,62,57,5,0
2020,4,2,"佐賀",4,153,4,4,0,0
2020,4,2,"長崎",5,429,5,4,1,0
2020,4,2,"熊本",15,1036,15,12,3,0
2020,4,2,"大分",30,1710,30,29,1,0
2020,4,2,"宮崎",3,326,3,2,1,0
2020,4,2,"鹿児島",3,308,3,3,0,0
2020,4,2,"沖縄",9,399,9,7,2,0
2020,4,3,"北海道",190,2296,190,52,130,8
2020,4,3,"青森",11,180,11,11,0,0
2020,4,3,"岩手",0,76,0,0,0,0
2020,4,3,"宮城",13,348,13,12,1,0
2020,4,3,"秋田",9,349,9,7,2,0
2020,4,3,"山形",1,369,1,1,0,0
2020,4,3,"福島",9,264,9,8,1,0
2020,4,3,"茨城",54,1383,54,51,1,2
2020,4,3,"栃木",14,657,14,11,3,0
2020,4,3,"群馬",24,860,24,23,0,1
2020,4,3,"埼玉",131,1547,131,104,23,4
2020,4,3,"千葉",192,788,192,160,31,1
2020,4,3,"東京",773,4357,773,704,51,18
2020,4,3,"神奈川",181,1099,181,143,32,6
2020,4,3,"新潟",32,1248,32,21,11,0
2020,4,3,"富山",8,198,8,8,0,0
2020,4,3,"石川",24,264,24,19,5,0
2020,4,3,"福井",40,272,40,39,0,1
2020,4,3,"山梨",9,625,9,7,2,0
2020,4,3,"長野",10,667,10,6,4,0
2020,4,3,"岐阜",39,827,39,37,2,0
2020,4,3,"静岡",8,1006,8,5,3,0
2020,4,3,"愛知",198,2917,198,131,48,19
2020,4,3,"三重",12,598,12,8,4,0
2020,4,3,"滋賀",14,293,14,11,3,0
2020,4,3,"京都",91,1398,91,73,18,0
2020,4,3,"大阪",347,1251,347,272,73,2
2020,4,3,"兵庫",172,2791,172,110,51,11
2020,4,3,"奈良",21,359,21,13,8,0
2020,4,3,"和歌山",21,1571,21,5,15,1
2020,4,3,"鳥取",0,227,0,0,0,0
2020,4,3,"島根",0,158,0,0,0,0
2020,4,3,"岡山",9,390,9,9,0,0
2020,4,3,"広島",8,1023,8,7,1,0
2020,4,3,"山口",7,354,7,4,3,0
2020,4,3,"徳島",3,164,3,2,1,0
2020,4,3,"香川",2,344,2,2,0,0
2020,4,3,"愛媛",11,350,11,7,3,1
2020,4,3,"高知",21,454,21,9,12,0
2020,4,3,"福岡",66,1584,66,61,5,0
2020,4,3,"佐賀",5,184,5,5,0,0
2020,4,3,"長崎",7,505,7,5,2,0
2020,4,3,"熊本",15,1095,15,12,3,0
2020,4,3,"大分",31,1739,31,25,6,0
2020,4,3,"宮崎",4,338,4,2,2,0
2020,4,3,"鹿児島",3,346,3,3,0,0
2020,4,3,"沖縄",9,430,9,7,2,0
2020,4,4,"北海道",193,2296,193,55,130,8
2020,4,4,"青森",11,188,11,11,0,0
2020,4,4,"岩手",0,76,0,0,0,0
2020,4,4,"宮城",20,348,20,19,1,0
2020,4,4,"秋田",10,349,10,8,2,0
2020,4,4,"山形",6,369,6,6,0,0
2020,4,4,"福島",14,264,14,13,1,0
2020,4,4,"茨城",59,1383,59,56,1,2
2020,4,4,"栃木",14,657,14,11,3,0
2020,4,4,"群馬",25,866,25,23,1,1
2020,4,4,"埼玉",153,1547,153,126,23,4
2020,4,4,"千葉",219,828,219,187,31,1
2020,4,4,"東京",891,4422,891,817,51,23
2020,4,4,"神奈川",197,1099,197,159,32,6
2020,4,4,"新潟",32,1248,32,21,11,0
2020,4,4,"富山",10,198,10,10,0,0
2020,4,4,"石川",32,264,32,27,5,0
2020,4,4,"福井",44,275,44,43,0,1
