"week","pref","pop","count"
21,"08.Ibaraki-ken",28.77,0
21,"09.Tochigi-ken",19.46,4
21,"10.Gumma-ken",19.52,2
21,"11.Saitama-ken",73.3,9
21,"12.Chiba-ken",62.55,6
21,"13.Tokyo-to",138.22,49
21,"14.Kanagawa-ken",91.77,18
21,"15.Niigata-ken",22.46,0
21,"16.Toyama-ken",10.5,2
21,"17.Ishikawa-ken",11.43,4
21,"18.Fukui-ken",7.74,0
21,"19.Yamanashi-ken",8.17,3
21,"20.Nagano-ken",20.63,0
21,"21.Gifu-ken",19.97,0
21,"22.Shizuoka-ken",36.59,1
21,"23.Aichi-ken",75.37,1
21,"24.Mie-ken",17.91,0
21,"25.Shiga-ken",14.12,1
21,"26.Kyoto-fu",25.91,0
21,"27.Osaka-fu",88.13,9
21,"28.Hyogo-ken",54.84,4
21,"29.Nara-ken",13.39,1
21,"30.Wakayama-ken",9.35,0
21,"31.Tottori-ken",5.6,0
21,"32.Shimane-ken",6.8,0
21,"33.Okayama-ken",18.98,0
21,"34.Hiroshima-ken",28.17,1
21,"35.Yamaguchi-ken",13.7,0
21,"36.Tokushima-ken",7.36,0
21,"37.Kagawa-ken",9.62,0
21,"38.Ehime-ken",13.52,4
21,"39.Kochi-ken",7.06,0
21,"40.Fukuoka-ken",51.07,8
21,"41.Saga-ken",8.19,0
21,"42.Nagasaki-ken",13.41,0
21,"43.Kumamoto-ken",17.57,0
21,"44.Oita-ken",11.44,0
21,"45.Miyazaki-ken",10.81,0
21,"46.Kagoshima-ken",16.14,0
21,"47.Okinawa-ken",14.48,0
