"week","pref","pop","count"
21,"07.Fukushima-ken",18.64,0
21,"08.Ibaraki-ken",28.77,0
21,"09.Tochigi-ken",19.46,4
21,"10.Gumma-ken",19.52,2
21,"11.Saitama-ken",73.3,9
21,"12.Chiba-ken",62.55,6
21,"13.Tokyo-to",138.22,49
21,"14.Kanagawa-ken",91.77,18
21,"15.Niigata-ken",22.46,0
21,"16.Toyama-ken",10.5,2
21,"17.Ishikawa-ken",11.43,4
21,"18.Fukui-ken",7.74,0
21,"19.Yamanashi-ken",8.17,3
21,"20.Nagano-ken",20.63,0
21,"21.Gifu-ken",19.97,0
21,"22.Shizuoka-ken",36.59,1
21,"23.Aichi-ken",75.37,1
21,"24.Mie-ken",17.91,0
21,"25.Shiga-ken",14.12,1
21,"26.Kyoto-fu",25.91,0
21,"27.Osaka-fu",88.13,9
21,"28.Hyogo-ken",54.84,4
21,"29.Nara-ken",13.39,1
21,"30.Wakayama-ken",9.35,0
21,"31.Tottori-ken",5.6,0
21,"32.Shimane-ken",6.8,0
21,"33.Okayama-ken",18.98,0
21,"34.Hiroshima-ken",28.17,1
21,"35.Yamaguchi-ken",13.7,0
21,"36.Tokushima-ken",7.36,0
21,"37.Kagawa-ken",9.62,0
21,"38.Ehime-ken",13.52,4
21,"39.Kochi-ken",7.06,0
21,"40.Fukuoka-ken",51.07,8
21,"41.Saga-ken",8.19,0
21,"42.Nagasaki-ken",13.41,0
21,"43.Kumamoto-ken",17.57,0
21,"44.Oita-ken",11.44,0
21,"45.Miyazaki-ken",10.81,0
21,"46.Kagoshima-ken",16.14,0
21,"47.Okinawa-ken",14.48,0
22,"01.Hokkaido",52.86,20
22,"02.Aomori-ken",12.63,0
22,"03.Iwate-ken",12.41,0
22,"04.Miyagi-ken",23.16,0
22,"05.Akita-ken",9.81,0
22,"06.Yamagata-ken",10.9,0
22,"07.Fukushima-ken",18.64,0
22,"08.Ibaraki-ken",28.77,0
22,"09.Tochigi-ken",19.46,1
22,"10.Gumma-ken",19.52,0
22,"11.Saitama-ken",73.3,3
22,"12.Chiba-ken",62.55,20
22,"13.Tokyo-to",138.22,104
22,"14.Kanagawa-ken",91.77,34
22,"15.Niigata-ken",22.46,0
22,"16.Toyama-ken",10.5,0
22,"17.Ishikawa-ken",11.43,2
22,"18.Fukui-ken",7.74,0
22,"19.Yamanashi-ken",8.17,1
22,"20.Nagano-ken",20.63,0
22,"21.Gifu-ken",19.97,0
22,"22.Shizuoka-ken",36.59,1
22,"23.Aichi-ken",75.37,1
22,"24.Mie-ken",17.91,0
22,"25.Shiga-ken",14.12,0
22,"26.Kyoto-fu",25.91,1
22,"27.Osaka-fu",88.13,3
22,"28.Hyogo-ken",54.84,0
22,"29.Nara-ken",13.39,8
22,"30.Wakayama-ken",9.35,0
22,"31.Tottori-ken",5.6,0
22,"32.Shimane-ken",6.8,0
22,"33.Okayama-ken",18.98,0
22,"34.Hiroshima-ken",28.17,0
22,"35.Yamaguchi-ken",13.7,0
22,"36.Tokushima-ken",7.36,0
22,"37.Kagawa-ken",9.62,0
22,"38.Ehime-ken",13.52,2
22,"39.Kochi-ken",7.06,0
22,"40.Fukuoka-ken",51.07,96
22,"41.Saga-ken",8.19,0
22,"42.Nagasaki-ken",13.41,0
22,"43.Kumamoto-ken",17.57,0
22,"44.Oita-ken",11.44,0
22,"45.Miyazaki-ken",10.81,0
22,"46.Kagoshima-ken",16.14,0
22,"47.Okinawa-ken",14.48,0
23,"01.Hokkaido",52.86,14
23,"02.Aomori-ken",12.63,0
23,"03.Iwate-ken",12.41,0
23,"04.Miyagi-ken",23.16,0
23,"05.Akita-ken",9.81,0
23,"06.Yamagata-ken",10.9,0
23,"07.Fukushima-ken",18.64,0
23,"08.Ibaraki-ken",28.77,0
23,"09.Tochigi-ken",19.46,1
23,"10.Gumma-ken",19.52,0
23,"11.Saitama-ken",73.3,4
23,"12.Chiba-ken",62.55,10
23,"13.Tokyo-to",138.22,148
23,"14.Kanagawa-ken",91.77,22
23,"15.Niigata-ken",22.46,0
23,"16.Toyama-ken",10.5,0
23,"17.Ishikawa-ken",11.43,0
23,"18.Fukui-ken",7.74,0
23,"19.Yamanashi-ken",8.17,1
23,"20.Nagano-ken",20.63,0
23,"21.Gifu-ken",19.97,1
23,"22.Shizuoka-ken",36.59,0
23,"23.Aichi-ken",75.37,0
23,"24.Mie-ken",17.91,0
23,"25.Shiga-ken",14.12,0
23,"26.Kyoto-fu",25.91,0
23,"27.Osaka-fu",88.13,3
23,"28.Hyogo-ken",54.84,0
23,"29.Nara-ken",13.39,103
23,"30.Wakayama-ken",9.35,0
23,"31.Tottori-ken",5.6,0
23,"32.Shimane-ken",6.8,0
23,"33.Okayama-ken",18.98,0
23,"34.Hiroshima-ken",28.17,1
23,"35.Yamaguchi-ken",13.7,0
23,"36.Tokushima-ken",7.36,0
23,"37.Kagawa-ken",9.62,0
23,"38.Ehime-ken",13.52,0
23,"39.Kochi-ken",7.06,0
23,"40.Fukuoka-ken",51.07,18
23,"41.Saga-ken",8.19,0
23,"42.Nagasaki-ken",13.41,0
23,"43.Kumamoto-ken",17.57,0
23,"44.Oita-ken",11.44,0
23,"45.Miyazaki-ken",10.81,0
23,"46.Kagoshima-ken",16.14,0
23,"47.Okinawa-ken",14.48,0
24,"01.Hokkaido",52.86,21
24,"02.Aomori-ken",12.63,0
24,"03.Iwate-ken",12.41,0
24,"04.Miyagi-ken",23.16,0
24,"05.Akita-ken",9.81,0
24,"06.Yamagata-ken",10.9,0
24,"07.Fukushima-ken",18.64,0
24,"08.Ibaraki-ken",28.77,0
24,"09.Tochigi-ken",19.46,0
24,"10.Gumma-ken",19.52,0
24,"11.Saitama-ken",73.3,11
24,"12.Chiba-ken",62.55,35
24,"13.Tokyo-to",138.22,196
24,"14.Kanagawa-ken",91.77,7
24,"15.Niigata-ken",22.46,0
24,"16.Toyama-ken",10.5,0
24,"17.Ishikawa-ken",11.43,0
24,"18.Fukui-ken",7.74,0
24,"19.Yamanashi-ken",8.17,0
24,"20.Nagano-ken",20.63,0
24,"21.Gifu-ken",19.97,0
24,"22.Shizuoka-ken",36.59,2
24,"23.Aichi-ken",75.37,4
24,"24.Mie-ken",17.91,0
24,"25.Shiga-ken",14.12,0
24,"26.Kyoto-fu",25.91,1
24,"27.Osaka-fu",88.13,8
24,"28.Hyogo-ken",54.84,0
24,"29.Nara-ken",13.39,201
24,"30.Wakayama-ken",9.35,0
24,"31.Tottori-ken",5.6,0
24,"32.Shimane-ken",6.8,0
24,"33.Okayama-ken",18.98,0
24,"34.Hiroshima-ken",28.17,0
24,"35.Yamaguchi-ken",13.7,0
24,"36.Tokushima-ken",7.36,0
24,"37.Kagawa-ken",9.62,0
24,"38.Ehime-ken",13.52,0
24,"39.Kochi-ken",7.06,0
24,"40.Fukuoka-ken",51.07,1
24,"41.Saga-ken",8.19,0
24,"42.Nagasaki-ken",13.41,0
24,"43.Kumamoto-ken",17.57,0
24,"44.Oita-ken",11.44,0
24,"45.Miyazaki-ken",10.81,0
24,"46.Kagoshima-ken",16.14,0
24,"47.Okinawa-ken",14.48,0
25,"01.Hokkaido",52.86,12
25,"02.Aomori-ken",12.63,0
25,"03.Iwate-ken",12.41,0
25,"04.Miyagi-ken",23.16,1
25,"05.Akita-ken",9.81,0
25,"06.Yamagata-ken",10.9,0
25,"07.Fukushima-ken",18.64,1
25,"08.Ibaraki-ken",28.77,0
25,"09.Tochigi-ken",19.46,0
25,"10.Gumma-ken",19.52,0
25,"11.Saitama-ken",73.3,17
25,"12.Chiba-ken",62.55,12
25,"13.Tokyo-to",138.22,213
25,"14.Kanagawa-ken",91.77,24
25,"15.Niigata-ken",22.46,0
25,"16.Toyama-ken",10.5,0
25,"17.Ishikawa-ken",11.43,0
25,"18.Fukui-ken",7.74,0
25,"19.Yamanashi-ken",8.17,0
25,"20.Nagano-ken",20.63,0
25,"21.Gifu-ken",19.97,0
25,"22.Shizuoka-ken",36.59,3
25,"23.Aichi-ken",75.37,5
25,"24.Mie-ken",17.91,1
25,"25.Shiga-ken",14.12,0
25,"26.Kyoto-fu",25.91,4
25,"27.Osaka-fu",88.13,23
25,"28.Hyogo-ken",54.84,3
25,"29.Nara-ken",13.39,10
25,"30.Wakayama-ken",9.35,0
25,"31.Tottori-ken",5.6,0
25,"32.Shimane-ken",6.8,0
25,"33.Okayama-ken",18.98,0
25,"34.Hiroshima-ken",28.17,0
25,"35.Yamaguchi-ken",13.7,0
25,"36.Tokushima-ken",7.36,0
25,"37.Kagawa-ken",9.62,0
25,"38.Ehime-ken",13.52,0
25,"39.Kochi-ken",7.06,0
25,"40.Fukuoka-ken",51.07,0
25,"41.Saga-ken",8.19,0
25,"42.Nagasaki-ken",13.41,0
25,"43.Kumamoto-ken",17.57,0
25,"44.Oita-ken",11.44,0
25,"45.Miyazaki-ken",10.81,0
25,"46.Kagoshima-ken",16.14,0
25,"47.Okinawa-ken",14.48,0
26,"01.Hokkaido",52.86,0
26,"02.Aomori-ken",12.63,0
26,"03.Iwate-ken",12.41,0
26,"04.Miyagi-ken",23.16,4
26,"05.Akita-ken",9.81,0
26,"06.Yamagata-ken",10.9,0
26,"07.Fukushima-ken",18.64,0
26,"08.Ibaraki-ken",28.77,0
26,"09.Tochigi-ken",19.46,0
26,"10.Gumma-ken",19.52,0
26,"11.Saitama-ken",73.3,55
26,"12.Chiba-ken",62.55,2
26,"13.Tokyo-to",138.22,378
26,"14.Kanagawa-ken",91.77,31
26,"15.Niigata-ken",22.46,0
26,"16.Toyama-ken",10.5,0
26,"17.Ishikawa-ken",11.43,1
26,"18.Fukui-ken",7.74,0
26,"19.Yamanashi-ken",8.17,0
26,"20.Nagano-ken",20.63,0
26,"21.Gifu-ken",19.97,0
26,"22.Shizuoka-ken",36.59,0
26,"23.Aichi-ken",75.37,0
26,"24.Mie-ken",17.91,0
26,"25.Shiga-ken",14.12,0
26,"26.Kyoto-fu",25.91,0
26,"27.Osaka-fu",88.13,21
26,"28.Hyogo-ken",54.84,0
26,"29.Nara-ken",13.39,0
26,"30.Wakayama-ken",9.35,1
26,"31.Tottori-ken",5.6,0
26,"32.Shimane-ken",6.8,0
26,"33.Okayama-ken",18.98,0
26,"34.Hiroshima-ken",28.17,0
26,"35.Yamaguchi-ken",13.7,0
26,"36.Tokushima-ken",7.36,0
26,"37.Kagawa-ken",9.62,0
26,"38.Ehime-ken",13.52,0
26,"39.Kochi-ken",7.06,0
26,"40.Fukuoka-ken",51.07,0
26,"41.Saga-ken",8.19,0
26,"42.Nagasaki-ken",13.41,0
26,"43.Kumamoto-ken",17.57,1
26,"44.Oita-ken",11.44,0
26,"45.Miyazaki-ken",10.81,0
26,"46.Kagoshima-ken",16.14,0
26,"47.Okinawa-ken",14.48,0
27,"01.Hokkaido",52.86,1
27,"02.Aomori-ken",12.63,0
27,"03.Iwate-ken",12.41,0
27,"04.Miyagi-ken",23.16,2
27,"05.Akita-ken",9.81,0
27,"06.Yamagata-ken",10.9,0
27,"07.Fukushima-ken",18.64,0
27,"08.Ibaraki-ken",28.77,0
27,"09.Tochigi-ken",19.46,0
27,"10.Gumma-ken",19.52,0
27,"11.Saitama-ken",73.3,64
27,"12.Chiba-ken",62.55,10
27,"13.Tokyo-to",138.22,714
27,"14.Kanagawa-ken",91.77,129
27,"15.Niigata-ken",22.46,0
27,"16.Toyama-ken",10.5,0
27,"17.Ishikawa-ken",11.43,0
27,"18.Fukui-ken",7.74,0
27,"19.Yamanashi-ken",8.17,0
27,"20.Nagano-ken",20.63,0
27,"21.Gifu-ken",19.97,0
27,"22.Shizuoka-ken",36.59,2
27,"23.Aichi-ken",75.37,0
27,"24.Mie-ken",17.91,0
27,"25.Shiga-ken",14.12,0
27,"26.Kyoto-fu",25.91,0
27,"27.Osaka-fu",88.13,64
27,"28.Hyogo-ken",54.84,1
27,"29.Nara-ken",13.39,0
27,"30.Wakayama-ken",9.35,0
27,"31.Tottori-ken",5.6,0
27,"32.Shimane-ken",6.8,0
27,"33.Okayama-ken",18.98,0
27,"34.Hiroshima-ken",28.17,0
27,"35.Yamaguchi-ken",13.7,0
27,"36.Tokushima-ken",7.36,0
27,"37.Kagawa-ken",9.62,0
27,"38.Ehime-ken",13.52,0
27,"39.Kochi-ken",7.06,0
27,"40.Fukuoka-ken",51.07,0
27,"41.Saga-ken",8.19,0
27,"42.Nagasaki-ken",13.41,0
27,"43.Kumamoto-ken",17.57,0
27,"44.Oita-ken",11.44,0
27,"45.Miyazaki-ken",10.81,0
27,"46.Kagoshima-ken",16.14,1
27,"47.Okinawa-ken",14.48,0
28,"01.Hokkaido",52.86,0
28,"02.Aomori-ken",12.63,3
28,"03.Iwate-ken",12.41,0
28,"04.Miyagi-ken",23.16,7
28,"05.Akita-ken",9.81,0
28,"06.Yamagata-ken",10.9,0
28,"07.Fukushima-ken",18.64,0
28,"08.Ibaraki-ken",28.77,0
28,"09.Tochigi-ken",19.46,0
28,"10.Gumma-ken",19.52,0
28,"11.Saitama-ken",73.3,0
28,"12.Chiba-ken",62.55,27
28,"13.Tokyo-to",138.22,1204
28,"14.Kanagawa-ken",91.77,161
28,"15.Niigata-ken",22.46,0
28,"16.Toyama-ken",10.5,0
28,"17.Ishikawa-ken",11.43,0
28,"18.Fukui-ken",7.74,0
28,"19.Yamanashi-ken",8.17,0
28,"20.Nagano-ken",20.63,0
28,"21.Gifu-ken",19.97,0
28,"22.Shizuoka-ken",36.59,5
28,"23.Aichi-ken",75.37,1
28,"24.Mie-ken",17.91,0
28,"25.Shiga-ken",14.12,0
28,"26.Kyoto-fu",25.91,0
28,"27.Osaka-fu",88.13,144
28,"28.Hyogo-ken",54.84,3
28,"29.Nara-ken",13.39,0
28,"30.Wakayama-ken",9.35,0
28,"31.Tottori-ken",5.6,0
28,"32.Shimane-ken",6.8,0
28,"33.Okayama-ken",18.98,0
28,"34.Hiroshima-ken",28.17,0
28,"35.Yamaguchi-ken",13.7,0
28,"36.Tokushima-ken",7.36,0
28,"37.Kagawa-ken",9.62,0
28,"38.Ehime-ken",13.52,0
28,"39.Kochi-ken",7.06,1
28,"40.Fukuoka-ken",51.07,4
28,"41.Saga-ken",8.19,0
28,"42.Nagasaki-ken",13.41,0
28,"43.Kumamoto-ken",17.57,0
28,"44.Oita-ken",11.44,0
28,"45.Miyazaki-ken",10.81,0
28,"46.Kagoshima-ken",16.14,0
28,"47.Okinawa-ken",14.48,0
29,"01.Hokkaido",52.86,2
29,"02.Aomori-ken",12.63,1
29,"03.Iwate-ken",12.41,0
29,"04.Miyagi-ken",23.16,23
29,"05.Akita-ken",9.81,0
29,"06.Yamagata-ken",10.9,0
29,"07.Fukushima-ken",18.64,0
29,"08.Ibaraki-ken",28.77,0
29,"09.Tochigi-ken",19.46,0
29,"10.Gumma-ken",19.52,0
29,"11.Saitama-ken",73.3,0
29,"12.Chiba-ken",62.55,32
29,"13.Tokyo-to",138.22,1619
29,"14.Kanagawa-ken",91.77,229
29,"15.Niigata-ken",22.46,0
29,"16.Toyama-ken",10.5,0
29,"17.Ishikawa-ken",11.43,0
29,"18.Fukui-ken",7.74,0
29,"19.Yamanashi-ken",8.17,0
29,"20.Nagano-ken",20.63,0
29,"21.Gifu-ken",19.97,0
29,"22.Shizuoka-ken",36.59,11
29,"23.Aichi-ken",75.37,13
29,"24.Mie-ken",17.91,0
29,"25.Shiga-ken",14.12,0
29,"26.Kyoto-fu",25.91,0
29,"27.Osaka-fu",88.13,339
29,"28.Hyogo-ken",54.84,8
29,"29.Nara-ken",13.39,0
29,"30.Wakayama-ken",9.35,0
29,"31.Tottori-ken",5.6,0
29,"32.Shimane-ken",6.8,0
29,"33.Okayama-ken",18.98,0
29,"34.Hiroshima-ken",28.17,1
29,"35.Yamaguchi-ken",13.7,0
29,"36.Tokushima-ken",7.36,0
29,"37.Kagawa-ken",9.62,0
29,"38.Ehime-ken",13.52,0
29,"39.Kochi-ken",7.06,0
29,"40.Fukuoka-ken",51.07,13
29,"41.Saga-ken",8.19,0
29,"42.Nagasaki-ken",13.41,0
29,"43.Kumamoto-ken",17.57,0
29,"44.Oita-ken",11.44,0
29,"45.Miyazaki-ken",10.81,0
29,"46.Kagoshima-ken",16.14,0
29,"47.Okinawa-ken",14.48,0
30,"01.Hokkaido",52.86,1
30,"02.Aomori-ken",12.63,0
30,"03.Iwate-ken",12.41,0
30,"04.Miyagi-ken",23.16,2
30,"05.Akita-ken",9.81,0
30,"06.Yamagata-ken",10.9,0
30,"07.Fukushima-ken",18.64,0
30,"08.Ibaraki-ken",28.77,0
30,"09.Tochigi-ken",19.46,0
30,"10.Gumma-ken",19.52,0
30,"11.Saitama-ken",73.3,0
30,"12.Chiba-ken",62.55,34
30,"13.Tokyo-to",138.22,1739
30,"14.Kanagawa-ken",91.77,76
30,"15.Niigata-ken",22.46,0
30,"16.Toyama-ken",10.5,0
30,"17.Ishikawa-ken",11.43,0
30,"18.Fukui-ken",7.74,0
30,"19.Yamanashi-ken",8.17,0
30,"20.Nagano-ken",20.63,0
30,"21.Gifu-ken",19.97,0
30,"22.Shizuoka-ken",36.59,3
30,"23.Aichi-ken",75.37,1
30,"24.Mie-ken",17.91,0
30,"25.Shiga-ken",14.12,0
30,"26.Kyoto-fu",25.91,0
30,"27.Osaka-fu",88.13,577
30,"28.Hyogo-ken",54.84,10
30,"29.Nara-ken",13.39,0
30,"30.Wakayama-ken",9.35,0
30,"31.Tottori-ken",5.6,0
30,"32.Shimane-ken",6.8,3
30,"33.Okayama-ken",18.98,0
30,"34.Hiroshima-ken",28.17,0
30,"35.Yamaguchi-ken",13.7,0
30,"36.Tokushima-ken",7.36,0
30,"37.Kagawa-ken",9.62,0
30,"38.Ehime-ken",13.52,0
30,"39.Kochi-ken",7.06,0
30,"40.Fukuoka-ken",51.07,21
30,"41.Saga-ken",8.19,7
30,"42.Nagasaki-ken",13.41,0
30,"43.Kumamoto-ken",17.57,0
30,"44.Oita-ken",11.44,0
30,"45.Miyazaki-ken",10.81,0
30,"46.Kagoshima-ken",16.14,1
30,"47.Okinawa-ken",14.48,0
