"year","month","date","pref","testedPositive","peopleTested","hospitalized","serious","discharged","deaths"
2020,6,15,"長崎",17,3034,0,0,16,1
2020,6,15,"熊本",48,4092,0,0,45,3
2020,6,15,"大分",60,4421,0,0,59,1
2020,6,15,"宮崎",17,1480,0,0,17,0
2020,6,15,"鹿児島",11,2305,1,0,10,0
2020,6,15,"沖縄",142,2962,0,0,139,7
2020,6,16,"北海道",1176,17875,126,10,959,91
2020,6,16,"青森",27,922,0,0,26,1
2020,6,16,"岩手",0,799,0,0,0,0
2020,6,16,"宮城",88,3333,0,0,87,1
2020,6,16,"秋田",16,968,0,0,16,0
2020,6,16,"山形",69,2482,1,1,68,0
2020,6,16,"福島",81,5699,2,0,79,0
2020,6,16,"茨城",168,5053,3,0,155,10
2020,6,16,"栃木",66,5523,1,0,65,0
2020,6,16,"群馬",151,4420,3,0,129,19
2020,6,16,"埼玉",1022,28059,20,4,950,52
2020,6,16,"千葉",919,16716,24,3,850,45
2020,6,16,"東京",5614,64236,362,22,4936,316
2020,6,16,"神奈川",1413,11489,73,13,1249,91
2020,6,16,"新潟",83,4627,1,0,81,0
2020,6,16,"富山",227,3722,2,0,203,22
2020,6,16,"石川",299,2847,29,2,243,27
2020,6,16,"福井",122,3062,0,0,114,8
2020,6,16,"山梨",71,4968,2,0,68,1
2020,6,16,"長野",76,3026,1,0,75,0
2020,6,16,"岐阜",154,4317,4,2,143,7
2020,6,16,"静岡",78,3698,4,0,73,1
2020,6,16,"愛知",516,11375,9,0,468,34
2020,6,16,"三重",45,2668,0,0,44,1
2020,6,16,"滋賀",100,2099,1,1,98,1
2020,6,16,"京都",360,9200,3,0,339,18
2020,6,16,"大阪",1790,35807,26,8,1675,86
2020,6,16,"兵庫",699,11974,3,0,653,43
2020,6,16,"奈良",92,3240,0,0,90,2
2020,6,16,"和歌山",63,3859,0,0,60,3
2020,6,16,"鳥取",3,1429,0,0,3,0
2020,6,16,"島根",24,1202,1,1,23,0
2020,6,16,"岡山",25,1836,0,0,25,0
2020,6,16,"広島",168,7484,0,0,165,3
2020,6,16,"山口",37,1965,1,1,36,0
2020,6,16,"徳島",5,827,0,0,4,1
2020,6,16,"香川",28,2386,0,0,28,0
2020,6,16,"愛媛",82,2532,5,0,73,4
2020,6,16,"高知",74,1893,0,0,71,3
2020,6,16,"福岡",826,15045,46,2,752,28
2020,6,16,"佐賀",47,1568,0,0,47,0
2020,6,16,"長崎",17,3044,0,0,16,1
2020,6,16,"熊本",48,4130,0,0,45,3
2020,6,16,"大分",60,4462,0,0,59,1
2020,6,16,"宮崎",17,1487,0,0,17,0
2020,6,16,"鹿児島",11,2305,1,0,10,0
2020,6,16,"沖縄",142,2966,0,0,139,7
2020,6,17,"北海道",1178,18021,116,10,970,92
2020,6,17,"青森",27,928,0,0,26,1
2020,6,17,"岩手",0,826,0,0,0,0
2020,6,17,"宮城",88,3356,0,0,87,1
2020,6,17,"秋田",16,969,0,0,16,0
2020,6,17,"山形",69,2487,1,1,68,0
2020,6,17,"福島",81,5783,2,0,79,0
2020,6,17,"茨城",168,5082,3,0,155,10
2020,6,17,"栃木",66,5832,1,0,65,0
2020,6,17,"群馬",151,4472,2,0,130,19
2020,6,17,"埼玉",1023,28344,20,3,951,52
2020,6,17,"千葉",920,16770,22,3,853,45
2020,6,17,"東京",5630,66182,335,20,4978,317
2020,6,17,"神奈川",1420,11628,72,9,1255,93
2020,6,17,"新潟",83,4657,1,0,81,0
2020,6,17,"富山",227,3735,1,0,204,22
2020,6,17,"石川",299,2853,28,2,244,27
2020,6,17,"福井",122,3105,0,0,114,8
2020,6,17,"山梨",72,5050,2,0,69,1
2020,6,17,"長野",76,3045,1,0,75,0
2020,6,17,"岐阜",155,4476,5,2,143,7
2020,6,17,"静岡",79,3711,4,0,74,1
2020,6,17,"愛知",518,11523,8,0,470,34
2020,6,17,"三重",45,2675,0,0,44,1
2020,6,17,"滋賀",100,2133,1,1,98,1
2020,6,17,"京都",363,9255,5,0,340,18
2020,6,17,"大阪",1794,36124,27,7,1677,86
2020,6,17,"兵庫",699,12023,3,0,653,43
2020,6,17,"奈良",92,3491,0,0,90,2
2020,6,17,"和歌山",63,3868,0,0,60,3
2020,6,17,"鳥取",3,1435,0,0,3,0
2020,6,17,"島根",24,1206,1,1,23,0
2020,6,17,"岡山",25,1849,0,0,25,0
2020,6,17,"広島",168,7515,0,0,165,3
2020,6,17,"山口",37,1992,1,1,36,0
2020,6,17,"徳島",5,829,0,0,4,1
2020,6,17,"香川",28,2421,0,0,28,0
2020,6,17,"愛媛",82,2544,5,0,73,4
2020,6,17,"高知",74,1905,0,0,71,3
2020,6,17,"福岡",827,15144,40,2,759,28
2020,6,17,"佐賀",47,1575,0,0,47,0
2020,6,17,"長崎",17,3052,0,0,16,1
2020,6,17,"熊本",48,4138,0,0,45,3
2020,6,17,"大分",60,4500,0,0,59,1
2020,6,17,"宮崎",17,1494,0,0,17,0
2020,6,17,"鹿児島",11,2341,1,0,10,0
2020,6,17,"沖縄",142,2976,0,0,139,7
2020,6,18,"北海道",1184,18301,115,11,977,92
2020,6,18,"青森",27,933,0,0,26,1
2020,6,18,"岩手",0,830,0,0,0,0
2020,6,18,"宮城",88,3372,0,0,87,1
2020,6,18,"秋田",16,975,0,0,16,0
2020,6,18,"山形",69,2491,1,1,68,0
2020,6,18,"福島",82,5874,3,0,79,0
2020,6,18,"茨城",168,5107,3,0,155,10
2020,6,18,"栃木",66,5889,1,0,65,0
2020,6,18,"群馬",151,4514,2,0,130,19
2020,6,18,"埼玉",1025,29050,22,3,951,52
2020,6,18,"千葉",922,16898,24,2,853,45
2020,6,18,"東京",5671,68135,337,19,5017,317
2020,6,18,"神奈川",1426,11724,62,9,1271,93
2020,6,18,"新潟",83,4686,1,0,81,0
2020,6,18,"富山",227,3766,0,0,205,22
2020,6,18,"石川",299,2857,25,2,247,27
2020,6,18,"福井",122,3132,0,0,114,8
2020,6,18,"山梨",72,5122,2,0,69,1
2020,6,18,"長野",76,3063,1,0,75,0
2020,6,18,"岐阜",155,4518,5,2,143,7
2020,6,18,"静岡",79,3724,4,0,74,1
2020,6,18,"愛知",521,11523,11,0,470,34
2020,6,18,"三重",45,2687,0,0,44,1
2020,6,18,"滋賀",101,2148,2,1,98,1
2020,6,18,"京都",363,9329,4,0,341,18
2020,6,18,"大阪",1798,36520,28,7,1680,86
2020,6,18,"兵庫",699,13665,3,0,653,43
2020,6,18,"奈良",92,3491,0,0,90,2
2020,6,18,"和歌山",63,3874,0,0,60,3
2020,6,18,"鳥取",3,1437,0,0,3,0
2020,6,18,"島根",24,1208,1,1,23,0
2020,6,18,"岡山",25,1853,0,0,25,0
2020,6,18,"広島",168,7548,0,0,165,3
2020,6,18,"山口",37,2021,1,1,36,0
2020,6,18,"徳島",5,834,0,0,4,1
2020,6,18,"香川",28,2460,0,0,28,0
2020,6,18,"愛媛",82,2553,5,0,73,4
2020,6,18,"高知",74,1913,0,0,71,3
2020,6,18,"福岡",830,15245,39,3,763,28
2020,6,18,"佐賀",47,1579,0,0,47,0
2020,6,18,"長崎",17,3074,0,0,16,1
2020,6,18,"熊本",48,4153,0,0,45,3
2020,6,18,"大分",60,4531,0,0,59,1
2020,6,18,"宮崎",17,1504,0,0,17,0
2020,6,18,"鹿児島",11,2384,1,0,10,0
2020,6,18,"沖縄",142,2983,0,0,139,7
2020,6,19,"北海道",1189,18606,108,11,988,93
2020,6,19,"青森",27,937,0,0,26,1
2020,6,19,"岩手",0,837,0,0,0,0
2020,6,19,"宮城",89,3398,1,0,87,1
2020,6,19,"秋田",16,979,0,0,16,0
2020,6,19,"山形",69,2496,1,1,68,0
2020,6,19,"福島",82,5961,2,0,80,0
2020,6,19,"茨城",168,5125,3,0,155,10
2020,6,19,"栃木",66,6007,1,0,65,0
2020,6,19,"群馬",151,4546,2,0,130,19
2020,6,19,"埼玉",1027,29886,21,3,941,65
2020,6,19,"千葉",922,17021,22,2,855,45
2020,6,19,"東京",5706,70323,315,18,5071,320
2020,6,19,"神奈川",1428,11826,70,10,1265,93
2020,6,19,"新潟",84,4711,2,0,81,0
2020,6,19,"富山",227,3787,0,0,205,22
2020,6,19,"石川",299,2860,25,2,247,27
2020,6,19,"福井",122,3159,0,0,114,8
2020,6,19,"山梨",72,5175,2,0,69,1
2020,6,19,"長野",77,3088,2,0,75,0
2020,6,19,"岐阜",155,4638,4,2,144,7
2020,6,19,"静岡",80,3744,5,0,74,1
2020,6,19,"愛知",521,11750,10,0,471,34
2020,6,19,"三重",46,2690,1,0,44,1
2020,6,19,"滋賀",101,2172,2,1,98,1
2020,6,19,"京都",363,9418,4,0,341,18
2020,6,19,"大阪",1800,36938,31,6,1681,86
2020,6,19,"兵庫",699,13745,3,0,653,43
2020,6,19,"奈良",92,3491,0,0,90,2
2020,6,19,"和歌山",63,3883,0,0,60,3
2020,6,19,"鳥取",3,1441,0,0,3,0
2020,6,19,"島根",24,1208,1,1,23,0
2020,6,19,"岡山",25,1860,0,0,25,0
2020,6,19,"広島",168,7568,0,0,165,3
2020,6,19,"山口",37,2045,1,1,36,0
2020,6,19,"徳島",5,838,0,0,4,1
2020,6,19,"香川",28,2467,0,0,28,0
2020,6,19,"愛媛",82,2558,4,0,74,4
2020,6,19,"高知",74,1917,0,0,71,3
2020,6,19,"福岡",833,15320,29,3,776,28
2020,6,19,"佐賀",47,1588,0,0,47,0
2020,6,19,"長崎",17,3093,0,0,16,1
2020,6,19,"熊本",48,4164,0,0,45,3
2020,6,19,"大分",60,4556,0,0,59,1
2020,6,19,"宮崎",17,1509,0,0,17,0
2020,6,19,"鹿児島",11,2413,1,0,10,0
2020,6,19,"沖縄",142,2986,0,0,139,7
2020,6,20,"北海道",1192,18834,97,12,1001,94
2020,6,20,"青森",27,941,0,0,26,1
2020,6,20,"岩手",0,837,0,0,0,0
2020,6,20,"宮城",89,3422,1,0,87,1
2020,6,20,"秋田",16,979,0,0,16,0
2020,6,20,"山形",69,2498,1,1,68,0
2020,6,20,"福島",82,6076,2,0,80,0
2020,6,20,"茨城",170,5125,5,0,155,10
2020,6,20,"栃木",66,6095,1,0,65,0
2020,6,20,"群馬",151,4594,2,0,130,19
2020,6,20,"埼玉",1031,29928,25,3,941,65
2020,6,20,"千葉",924,17122,24,2,855,45
2020,6,20,"東京",5745,71484,341,18,5084,320
2020,6,20,"神奈川",1433,11826,70,10,1265,93
2020,6,20,"新潟",84,4711,2,0,81,0
2020,6,20,"富山",227,3787,0,0,205,22
2020,6,20,"石川",299,2863,24,2,248,27
2020,6,20,"福井",122,3202,0,0,114,8
2020,6,20,"山梨",72,5175,2,0,69,1
2020,6,20,"長野",77,3105,2,0,75,0
2020,6,20,"岐阜",156,4698,5,1,144,7
2020,6,20,"静岡",80,3749,5,0,74,1
2020,6,20,"愛知",521,11750,12,0,470,34
2020,6,20,"三重",46,2705,1,0,44,1
2020,6,20,"滋賀",101,2212,2,1,98,1
2020,6,20,"京都",363,9418,4,0,341,18
2020,6,20,"大阪",1806,37550,39,5,1681,86
2020,6,20,"兵庫",700,13886,4,0,653,43
2020,6,20,"奈良",92,3491,0,0,90,2
2020,6,20,"和歌山",63,3891,0,0,60,3
2020,6,20,"鳥取",3,1445,0,0,3,0
2020,6,20,"島根",24,1210,1,1,23,0
2020,6,20,"岡山",25,1863,0,0,25,0
2020,6,20,"広島",168,7568,0,0,165,3
2020,6,20,"山口",37,2051,1,1,36,0
2020,6,20,"徳島",5,844,0,0,4,1
2020,6,20,"香川",28,2511,0,0,28,0
2020,6,20,"愛媛",82,2558,4,0,74,4
2020,6,20,"高知",74,1919,0,0,71,3
2020,6,20,"福岡",838,15427,29,2,781,28
2020,6,20,"佐賀",47,1592,0,0,47,0
2020,6,20,"長崎",17,3104,0,0,16,1
2020,6,20,"熊本",48,4164,0,0,45,3
2020,6,20,"大分",60,4583,0,0,59,1
2020,6,20,"宮崎",17,1509,0,0,17,0
2020,6,20,"鹿児島",11,2423,1,0,10,0
2020,6,20,"沖縄",142,2986,0,0,139,7
2020,6,21,"北海道",1195,19059,95,12,1006,94
2020,6,21,"青森",27,941,0,0,26,1
2020,6,21,"岩手",0,837,0,0,0,0
2020,6,21,"宮城",89,3474,1,0,87,1
2020,6,21,"秋田",16,979,0,0,16,0
2020,6,21,"山形",69,2503,1,1,68,0
2020,6,21,"福島",82,6091,2,0,80,0
2020,6,21,"茨城",170,5125,5,0,155,10
2020,6,21,"栃木",66,6231,1,0,65,0
2020,6,21,"群馬",151,4617,2,0,130,19
2020,6,21,"埼玉",1038,29958,32,3,941,65
2020,6,21,"千葉",924,17230,23,2,856,45
2020,6,21,"東京",5779,71912,359,18,5100,320
2020,6,21,"神奈川",1433,11826,70,10,1265,93
2020,6,21,"新潟",84,4711,2,0,81,0
2020,6,21,"富山",227,3787,0,0,205,22
2020,6,21,"石川",299,2869,24,2,248,27
2020,6,21,"福井",122,3211,0,0,114,8
2020,6,21,"山梨",72,5175,2,0,69,1
2020,6,21,"長野",77,3127,2,0,75,0
2020,6,21,"岐阜",156,4749,5,1,144,7
2020,6,21,"静岡",80,6928,5,0,74,1
2020,6,21,"愛知",521,11750,13,0,470,34
2020,6,21,"三重",46,2777,1,0,44,1
2020,6,21,"滋賀",101,2214,2,1,98,1
2020,6,21,"京都",363,9418,4,0,341,18
2020,6,21,"大阪",1809,37550,39,5,1681,86
2020,6,21,"兵庫",700,13915,4,0,653,43
2020,6,21,"奈良",92,3491,0,0,90,2
2020,6,21,"和歌山",63,3897,0,0,60,3
2020,6,21,"鳥取",3,1448,0,0,3,0
2020,6,21,"島根",24,1211,1,1,23,0
2020,6,21,"岡山",25,1863,0,0,25,0
2020,6,21,"広島",168,7568,0,0,165,3
2020,6,21,"山口",37,2055,1,1,36,0
2020,6,21,"徳島",5,845,0,0,4,1
2020,6,21,"香川",28,2513,0,0,28,0
2020,6,21,"愛媛",82,2558,4,0,74,4
2020,6,21,"高知",74,1926,0,0,71,3
2020,6,21,"福岡",838,15522,26,2,784,28
2020,6,21,"佐賀",47,1592,0,0,47,0
2020,6,21,"長崎",17,3110,0,0,16,1
2020,6,21,"熊本",48,4164,0,0,45,3
2020,6,21,"大分",60,4592,0,0,59,1
2020,6,21,"宮崎",17,1509,0,0,17,0
2020,6,21,"鹿児島",11,2452,1,0,10,0
2020,6,21,"沖縄",142,2986,0,0,139,7
2020,6,22,"北海道",1197,19203,92,11,1010,95
2020,6,22,"青森",27,941,0,0,26,1
2020,6,22,"岩手",0,848,0,0,0,0
2020,6,22,"宮城",89,3486,1,0,87,1
2020,6,22,"秋田",16,981,0,0,16,0
2020,6,22,"山形",69,2505,1,1,68,0
2020,6,22,"福島",82,6153,2,0,80,0
2020,6,22,"茨城",170,5163,5,0,155,10
2020,6,22,"栃木",66,6241,1,0,65,0
2020,6,22,"群馬",151,4628,2,0,130,19
2020,6,22,"埼玉",1042,30832,36,3,941,65
2020,6,22,"千葉",926,17317,20,2,861,45
2020,6,22,"東京",5808,74003,339,19,5148,321
2020,6,22,"神奈川",1433,12033,64,13,1276,93
2020,6,22,"新潟",84,4764,2,0,81,0
2020,6,22,"富山",227,3816,0,0,205,22
2020,6,22,"石川",300,2871,25,2,248,27
2020,6,22,"福井",122,3212,0,0,114,8
2020,6,22,"山梨",72,5317,2,0,69,1
2020,6,22,"長野",77,3139,2,0,75,0
2020,6,22,"岐阜",156,4767,5,1,144,7
2020,6,22,"静岡",80,7051,4,0,75,1
2020,6,22,"愛知",523,11940,13,0,470,34
2020,6,22,"三重",46,2779,1,0,44,1
2020,6,22,"滋賀",101,2239,2,1,98,1
2020,6,22,"京都",365,9565,5,0,342,18
2020,6,22,"大阪",1806,37550,39,5,1681,86
2020,6,22,"兵庫",702,13930,6,0,653,43
2020,6,22,"奈良",92,3491,0,0,90,2
2020,6,22,"和歌山",63,3901,0,0,60,3
2020,6,22,"鳥取",3,1448,0,0,3,0
2020,6,22,"島根",24,1212,1,1,23,0
2020,6,22,"岡山",25,1865,0,0,25,0
2020,6,22,"広島",168,7638,0,0,165,3
2020,6,22,"山口",37,2088,0,1,37,0
2020,6,22,"徳島",5,845,0,0,4,1
2020,6,22,"香川",28,2513,0,0,28,0
2020,6,22,"愛媛",82,2572,4,0,74,4
2020,6,22,"高知",74,1929,0,0,71,3
2020,6,22,"福岡",838,15565,26,2,784,28
2020,6,22,"佐賀",47,1595,0,0,47,0
2020,6,22,"長崎",17,3110,0,0,16,1
2020,6,22,"熊本",48,4178,0,0,45,3
2020,6,22,"大分",60,4614,0,0,59,1
2020,6,22,"宮崎",17,1520,0,0,17,0
2020,6,22,"鹿児島",11,2465,1,0,10,0
2020,6,22,"沖縄",142,3000,0,0,139,7
2020,6,23,"北海道",1199,19327,93,11,1011,95
2020,6,23,"青森",27,946,0,0,26,1
2020,6,23,"岩手",0,888,0,0,0,0
2020,6,23,"宮城",90,3509,2,0,87,1
2020,6,23,"秋田",16,984,0,0,16,0
2020,6,23,"山形",69,2505,1,1,68,0
2020,6,23,"福島",82,6249,2,0,80,0
2020,6,23,"茨城",170,5168,5,0,155,10
2020,6,23,"栃木",66,6255,1,0,65,0
2020,6,23,"群馬",151,4628,2,0,130,19
2020,6,23,"埼玉",1054,31321,47,3,942,65
2020,6,23,"千葉",929,17374,21,2,863,45
2020,6,23,"東京",5839,75983,333,20,5183,323
2020,6,23,"神奈川",1434,12108,57,11,1283,94
2020,6,23,"新潟",84,4799,2,0,81,0
2020,6,23,"富山",227,3847,0,0,205,22
2020,6,23,"石川",300,2873,24,2,249,27
2020,6,23,"福井",122,3244,0,0,114,8
2020,6,23,"山梨",72,5351,1,0,70,1
2020,6,23,"長野",77,3141,2,0,75,0
2020,6,23,"岐阜",156,4859,5,1,144,7
2020,6,23,"静岡",80,7108,4,0,75,1
2020,6,23,"愛知",523,12180,12,0,471,34
2020,6,23,"三重",46,2791,1,0,44,1
2020,6,23,"滋賀",101,2244,2,1,98,1
2020,6,23,"京都",365,9653,5,0,342,18
2020,6,23,"大阪",1809,37925,39,5,1684,86
2020,6,23,"兵庫",702,14018,6,0,653,43
2020,6,23,"奈良",92,3491,0,0,90,2
2020,6,23,"和歌山",64,3904,0,0,60,3
2020,6,23,"鳥取",3,1456,0,0,3,0
2020,6,23,"島根",24,1219,1,1,23,0
2020,6,23,"岡山",25,1870,0,0,25,0
2020,6,23,"広島",168,7657,0,0,165,3
2020,6,23,"山口",37,2129,0,0,37,0
2020,6,23,"徳島",5,848,0,0,4,1
2020,6,23,"香川",28,2522,0,0,28,0
2020,6,23,"愛媛",82,2575,4,0,74,4
2020,6,23,"高知",74,1935,0,0,71,3
2020,6,23,"福岡",838,15619,22,2,783,33
2020,6,23,"佐賀",47,1600,0,0,47,0
2020,6,23,"長崎",17,3136,0,0,16,1
2020,6,23,"熊本",49,4178,1,0,45,3
2020,6,23,"大分",60,4663,0,0,59,1
2020,6,23,"宮崎",17,1525,0,0,17,0
2020,6,23,"鹿児島",11,2494,1,0,10,0
2020,6,23,"沖縄",142,3000,0,0,139,7
2020,6,24,"北海道",1200,19481,83,8,1020,97
2020,6,24,"青森",27,950,0,0,26,1
2020,6,24,"岩手",0,888,0,0,0,0
2020,6,24,"宮城",90,3534,2,0,87,1
2020,6,24,"秋田",16,985,0,0,16,0
2020,6,24,"山形",69,2509,1,1,68,0
2020,6,24,"福島",82,6328,2,0,80,0
2020,6,24,"茨城",170,5192,5,0,155,10
2020,6,24,"栃木",66,6407,1,0,65,0
2020,6,24,"群馬",152,4718,3,0,130,19
2020,6,24,"埼玉",1063,32115,52,4,946,65
2020,6,24,"千葉",933,17416,23,2,865,45
2020,6,24,"東京",5894,78078,354,20,5215,325
2020,6,24,"神奈川",1438,12202,58,12,1283,94
2020,6,24,"新潟",84,4815,2,0,81,0
2020,6,24,"富山",227,3859,0,0,205,22
2020,6,24,"石川",300,2879,24,2,249,27
2020,6,24,"福井",122,3280,0,0,114,8
2020,6,24,"山梨",72,5401,0,0,71,1
2020,6,24,"長野",77,3166,2,0,75,0
2020,6,24,"岐阜",156,4926,5,1,144,7
2020,6,24,"静岡",80,7108,4,0,75,1
2020,6,24,"愛知",523,12180,9,0,474,34
2020,6,24,"三重",46,2798,1,0,44,1
2020,6,24,"滋賀",101,2270,2,1,98,1
2020,6,24,"京都",365,9722,5,0,342,18
2020,6,24,"大阪",1811,38259,36,5,1687,86
2020,6,24,"兵庫",703,14176,7,0,653,43
2020,6,24,"奈良",92,3760,0,0,90,2
2020,6,24,"和歌山",64,3918,1,0,60,3
2020,6,24,"鳥取",3,1461,0,0,3,0
2020,6,24,"島根",24,1225,1,0,23,0
2020,6,24,"岡山",26,1882,1,0,25,0
2020,6,24,"広島",168,7683,0,0,165,3
2020,6,24,"山口",37,2160,0,0,37,0
2020,6,24,"徳島",5,851,0,0,4,1
2020,6,24,"香川",28,2570,0,0,28,0
2020,6,24,"愛媛",82,2578,3,0,75,4
2020,6,24,"高知",74,1943,0,0,71,3
2020,6,24,"福岡",841,15746,22,2,786,33
2020,6,24,"佐賀",47,1603,0,0,47,0
2020,6,24,"長崎",17,3152,0,0,16,1
2020,6,24,"熊本",49,4203,1,0,45,3
2020,6,24,"大分",60,4691,0,0,59,1
2020,6,24,"宮崎",17,1536,0,0,17,0
2020,6,24,"鹿児島",11,2494,1,0,10,0
2020,6,24,"沖縄",142,3003,0,0,139,7
2020,6,25,"北海道",1210,19687,84,6,1028,98
2020,6,25,"青森",27,959,0,0,26,1
2020,6,25,"岩手",0,903,0,0,0,0
2020,6,25,"宮城",91,3572,3,0,87,1
2020,6,25,"秋田",16,986,0,0,16,0
2020,6,25,"山形",69,2518,1,1,68,0
2020,6,25,"福島",82,6415,2,0,80,0
2020,6,25,"茨城",170,5209,5,0,155,10
2020,6,25,"栃木",66,6574,1,0,65,0
2020,6,25,"群馬",152,4764,3,0,130,19
2020,6,25,"埼玉",1074,32451,62,4,947,65
2020,6,25,"千葉",937,17597,25,2,867,45
2020,6,25,"東京",5942,80094,359,19,5258,325
2020,6,25,"神奈川",1444,12278,60,10,1290,94
2020,6,25,"新潟",84,4842,2,0,81,0
2020,6,25,"富山",227,3890,0,0,205,22
2020,6,25,"石川",300,2881,23,1,250,27
2020,6,25,"福井",122,3306,0,0,114,8
2020,6,25,"山梨",72,5447,0,0,71,1
2020,6,25,"長野",77,3188,2,0,75,0
2020,6,25,"岐阜",156,4984,4,1,145,7
2020,6,25,"静岡",80,7108,4,0,75,1
2020,6,25,"愛知",523,12363,9,0,474,34
2020,6,25,"三重",46,2816,1,0,44,1
2020,6,25,"滋賀",101,2285,2,1,98,1
2020,6,25,"京都",365,9818,5,0,342,18
2020,6,25,"大阪",1812,38699,32,4,1693,86
2020,6,25,"兵庫",704,14347,8,0,653,43
2020,6,25,"奈良",92,3760,0,0,90,2
2020,6,25,"和歌山",64,3938,1,0,60,3
2020,6,25,"鳥取",3,1465,0,0,3,0
2020,6,25,"島根",24,1228,1,0,23,0
2020,6,25,"岡山",26,1891,1,0,25,0
2020,6,25,"広島",168,7722,0,0,165,3
2020,6,25,"山口",37,2187,0,0,37,0
2020,6,25,"徳島",5,854,0,0,4,1
2020,6,25,"香川",28,2583,0,0,28,0
2020,6,25,"愛媛",82,2581,2,0,76,4
2020,6,25,"高知",74,1946,0,0,71,3
2020,6,25,"福岡",842,15796,21,2,788,33
2020,6,25,"佐賀",47,1605,0,0,47,0
2020,6,25,"長崎",17,3165,0,0,16,1
2020,6,25,"熊本",49,4219,1,0,45,3
2020,6,25,"大分",60,4748,0,0,59,1
2020,6,25,"宮崎",17,1543,0,0,17,0
2020,6,25,"鹿児島",11,2507,1,0,10,0
2020,6,25,"沖縄",142,3004,0,0,139,7
2020,6,26,"北海道",1216,19905,86,6,1032,98
2020,6,26,"青森",27,965,0,0,26,1
2020,6,26,"岩手",0,918,0,0,0,0
2020,6,26,"宮城",91,3623,3,0,87,1
2020,6,26,"秋田",16,990,0,0,16,0
2020,6,26,"山形",69,2526,1,1,68,0
2020,6,26,"福島",82,6507,2,0,80,0
2020,6,26,"茨城",172,5235,6,0,156,10
2020,6,26,"栃木",66,6699,0,0,65,0
2020,6,26,"群馬",152,4821,2,0,131,19
2020,6,26,"埼玉",1090,33065,75,4,950,65
2020,6,26,"千葉",941,17723,29,2,867,45
2020,6,26,"東京",5996,82466,376,17,5295,325
2020,6,26,"神奈川",1451,12347,64,10,1291,96
2020,6,26,"新潟",84,4860,2,0,81,0
2020,6,26,"富山",227,3896,0,0,205,22
2020,6,26,"石川",300,2884,22,1,251,27
2020,6,26,"福井",122,3339,0,0,114,8
2020,6,26,"山梨",72,5495,0,0,71,1
2020,6,26,"長野",77,3210,1,0,76,0
2020,6,26,"岐阜",156,5051,3,1,146,7
2020,6,26,"静岡",80,7324,4,0,75,1
2020,6,26,"愛知",523,12445,8,0,475,34
2020,6,26,"三重",46,2823,1,0,44,1
2020,6,26,"滋賀",101,2310,1,0,99,1
2020,6,26,"京都",366,9896,4,0,344,18
2020,6,26,"大阪",1814,39103,30,4,1696,86
2020,6,26,"兵庫",704,14483,7,0,654,43
2020,6,26,"奈良",92,3760,0,0,90,2
2020,6,26,"和歌山",64,3955,1,0,60,3
2020,6,26,"鳥取",3,1466,0,0,3,0
2020,6,26,"島根",24,1232,1,0,23,0
2020,6,26,"岡山",26,1900,1,0,25,0
2020,6,26,"広島",168,7744,0,0,165,3
2020,6,26,"山口",37,2202,0,0,37,0
2020,6,26,"徳島",6,858,0,0,4,1
2020,6,26,"香川",28,2593,0,0,28,0
2020,6,26,"愛媛",82,2586,1,0,77,4
2020,6,26,"高知",74,1953,0,0,71,3
2020,6,26,"福岡",844,15995,22,2,789,33
2020,6,26,"佐賀",47,1609,0,0,47,0
2020,6,26,"長崎",17,3177,0,0,16,1
2020,6,26,"熊本",49,4234,1,0,45,3
2020,6,26,"大分",60,4772,0,0,59,1
2020,6,26,"宮崎",17,1549,0,0,17,0
2020,6,26,"鹿児島",11,2534,1,0,10,0
2020,6,26,"沖縄",142,3012,0,0,139,7
2020,6,27,"北海道",1221,20182,79,7,1044,98
2020,6,27,"青森",27,971,0,0,26,1
2020,6,27,"岩手",0,918,0,0,0,0
2020,6,27,"宮城",92,3652,4,0,87,1
2020,6,27,"秋田",16,990,0,0,16,0
2020,6,27,"山形",69,2526,1,1,68,0
2020,6,27,"福島",82,6593,2,0,80,0
2020,6,27,"茨城",172,5235,5,0,157,10
2020,6,27,"栃木",69,6699,0,0,65,0
2020,6,27,"群馬",152,4897,2,0,131,19
2020,6,27,"埼玉",1101,33141,86,4,950,65
2020,6,27,"千葉",946,17898,33,2,868,45
2020,6,27,"東京",6053,83922,408,14,5320,325
2020,6,27,"神奈川",1455,12347,64,10,1295,96
2020,6,27,"新潟",84,4860,2,0,81,0
2020,6,27,"富山",227,3896,0,0,205,22
2020,6,27,"石川",300,2895,22,1,251,27
2020,6,27,"福井",122,3366,0,0,114,8
2020,6,27,"山梨",72,5495,0,0,71,1
2020,6,27,"長野",77,3227,1,0,76,0
2020,6,27,"岐阜",156,5122,3,1,146,7
2020,6,27,"静岡",80,7324,4,0,75,1
2020,6,27,"愛知",523,12445,7,0,476,34
2020,6,27,"三重",46,2847,1,0,44,1
2020,6,27,"滋賀",101,2340,1,0,99,1
2020,6,27,"京都",366,9896,4,0,344,18
2020,6,27,"大阪",1816,39556,29,3,1699,86
2020,6,27,"兵庫",705,14637,8,0,654,43
2020,6,27,"奈良",92,3760,0,0,90,2
2020,6,27,"和歌山",64,3962,1,0,60,3
2020,6,27,"鳥取",3,1471,0,0,3,0
2020,6,27,"島根",24,1238,1,0,23,0
2020,6,27,"岡山",26,1906,1,0,25,0
2020,6,27,"広島",168,7744,0,0,165,3
