"year","month","date","pref","testedPositive","peopleTested","hospitalized","serious","discharged","deaths"
2020,4,6,"滋賀",18,334,15,0,3,0
2020,4,6,"京都",119,1472,101,0,18,0
2020,4,6,"大阪",428,1751,343,0,83,3
2020,4,6,"兵庫",201,3054,136,0,53,12
2020,4,6,"奈良",26,374,18,0,8,0
2020,4,6,"和歌山",27,1642,11,0,15,1
2020,4,6,"鳥取",0,242,0,0,0,0
2020,4,6,"島根",0,166,0,0,0,0
2020,4,6,"岡山",11,479,11,0,0,0
2020,4,6,"広島",16,1348,15,0,1,0
2020,4,6,"山口",12,449,9,0,3,0
2020,4,6,"徳島",3,174,2,0,1,0
2020,4,6,"香川",2,371,2,0,0,0
2020,4,6,"愛媛",14,407,9,0,4,1
2020,4,6,"高知",34,565,22,0,12,0
2020,4,6,"福岡",113,2415,107,0,6,0
2020,4,6,"佐賀",8,223,7,0,1,0
2020,4,6,"長崎",9,665,7,0,2,0
2020,4,6,"熊本",20,1420,17,0,3,0
2020,4,6,"大分",32,1843,24,0,8,0
2020,4,6,"宮崎",7,425,4,0,3,0
2020,4,6,"鹿児島",3,414,3,0,0,0
2020,4,6,"沖縄",22,480,13,0,2,0
2020,4,7,"北海道",198,2476,46,0,143,9
2020,4,7,"青森",11,249,11,0,0,0
2020,4,7,"岩手",0,104,0,0,0,0
2020,4,7,"宮城",27,558,26,0,1,0
2020,4,7,"秋田",11,443,9,0,2,0
2020,4,7,"山形",19,527,19,0,0,0
2020,4,7,"福島",24,346,23,0,1,0
2020,4,7,"茨城",77,1927,74,0,1,2
2020,4,7,"栃木",15,784,12,0,3,0
2020,4,7,"群馬",29,1380,27,0,1,1
2020,4,7,"埼玉",209,1776,182,0,23,4
2020,4,7,"千葉",284,1297,251,0,32,1
2020,4,7,"東京",1214,5072,1131,27,52,31
2020,4,7,"神奈川",291,1996,237,0,35,6
2020,4,7,"新潟",34,1413,19,0,15,0
2020,4,7,"富山",12,435,12,0,0,0
2020,4,7,"石川",51,430,46,0,5,0
2020,4,7,"福井",57,378,54,0,1,2
2020,4,7,"山梨",19,828,17,0,2,0
2020,4,7,"長野",14,762,11,0,3,0
2020,4,7,"岐阜",51,988,47,0,3,1
2020,4,7,"静岡",10,1221,7,0,3,0
2020,4,7,"愛知",258,3295,185,0,52,21
2020,4,7,"三重",13,781,9,0,4,0
2020,4,7,"滋賀",18,379,15,0,3,0
2020,4,7,"京都",139,1683,121,0,18,0
2020,4,7,"大阪",481,1792,396,0,83,3
2020,4,7,"兵庫",216,3151,151,0,53,12
2020,4,7,"奈良",28,452,20,0,8,0
2020,4,7,"和歌山",28,1702,12,0,15,1
2020,4,7,"鳥取",0,249,0,0,0,0
2020,4,7,"島根",0,170,0,0,0,0
2020,4,7,"岡山",12,496,12,0,0,0
2020,4,7,"広島",19,1380,18,0,1,0
2020,4,7,"山口",13,455,10,0,3,0
2020,4,7,"徳島",3,193,2,0,1,0
2020,4,7,"香川",2,398,2,0,0,0
2020,4,7,"愛媛",23,418,18,0,4,1
2020,4,7,"高知",36,591,24,0,12,0
2020,4,7,"福岡",136,2718,129,0,7,0
2020,4,7,"佐賀",9,245,8,0,1,0
2020,4,7,"長崎",9,709,7,0,2,0
2020,4,7,"熊本",21,1461,18,0,3,0
2020,4,7,"大分",32,1862,24,0,8,0
2020,4,7,"宮崎",7,453,4,0,3,0
2020,4,7,"鹿児島",3,449,3,0,0,0
2020,4,7,"沖縄",33,521,25,0,2,0
2020,4,8,"北海道",208,2488,53,0,145,9
2020,4,8,"青森",12,260,12,0,0,0
2020,4,8,"岩手",0,119,0,0,0,0
2020,4,8,"宮城",34,558,33,0,1,0
2020,4,8,"秋田",11,463,9,0,2,0
2020,4,8,"山形",22,663,22,0,0,0
2020,4,8,"福島",29,412,28,0,1,0
2020,4,8,"茨城",77,1927,71,0,4,2
2020,4,8,"栃木",21,831,16,0,5,0
2020,4,8,"群馬",29,1423,26,0,2,1
2020,4,8,"埼玉",242,1839,215,0,23,4
2020,4,8,"千葉",317,1500,284,0,32,1
2020,4,8,"東京",1370,5438,1283,29,52,35
2020,4,8,"神奈川",355,2203,284,0,37,6
2020,4,8,"新潟",37,1462,19,0,17,0
2020,4,8,"富山",14,499,14,0,0,0
2020,4,8,"石川",66,472,61,0,5,0
2020,4,8,"福井",67,407,64,0,1,2
2020,4,8,"山梨",22,887,20,0,2,0
2020,4,8,"長野",19,783,16,0,3,0
2020,4,8,"岐阜",69,1046,65,0,3,1
2020,4,8,"静岡",15,1295,12,0,3,0
2020,4,8,"愛知",278,3467,205,0,52,21
2020,4,8,"三重",13,824,8,0,5,0
2020,4,8,"滋賀",24,409,21,0,3,0
2020,4,8,"京都",149,1787,126,0,23,0
2020,4,8,"大阪",524,1792,403,0,116,6
2020,4,8,"兵庫",216,3327,151,0,53,12
2020,4,8,"奈良",30,482,22,0,8,0
2020,4,8,"和歌山",29,1756,13,0,15,1
2020,4,8,"鳥取",0,258,0,0,0,0
2020,4,8,"島根",0,185,0,0,0,0
2020,4,8,"岡山",15,534,15,0,0,0
2020,4,8,"広島",23,1486,22,0,1,0
2020,4,8,"山口",17,513,14,0,3,0
2020,4,8,"徳島",3,206,2,0,1,0
2020,4,8,"香川",3,415,3,0,0,0
2020,4,8,"愛媛",25,450,20,0,4,1
2020,4,8,"高知",37,646,25,0,12,0
2020,4,8,"福岡",161,3106,154,0,7,0
2020,4,8,"佐賀",11,271,10,0,1,0
2020,4,8,"長崎",12,813,10,0,2,0
2020,4,8,"熊本",23,1552,20,0,3,0
2020,4,8,"大分",41,1907,33,0,8,0
2020,4,8,"宮崎",12,498,9,0,3,0
2020,4,8,"鹿児島",3,483,3,0,0,0
2020,4,8,"沖縄",38,588,29,0,3,0
2020,4,9,"北海道",226,2488,71,0,145,10
2020,4,9,"青森",14,278,14,0,0,0
2020,4,9,"岩手",0,127,0,0,0,0
2020,4,9,"宮城",36,558,35,0,1,0
2020,4,9,"秋田",11,484,9,0,2,0
2020,4,9,"山形",27,663,27,0,0,0
2020,4,9,"福島",33,482,31,0,2,0
2020,4,9,"茨城",81,2140,75,0,4,2
2020,4,9,"栃木",31,871,26,0,5,0
2020,4,9,"群馬",33,1466,28,0,4,1
2020,4,9,"埼玉",271,1934,241,0,25,5
2020,4,9,"千葉",342,1500,306,0,35,1
2020,4,9,"東京",1553,5782,1465,30,52,36
2020,4,9,"神奈川",383,2203,332,0,37,6
2020,4,9,"新潟",39,1462,22,0,17,0
2020,4,9,"富山",16,602,16,0,0,0
2020,4,9,"石川",72,494,67,0,5,0
2020,4,9,"福井",72,455,67,0,3,2
2020,4,9,"山梨",24,946,22,0,2,0
2020,4,9,"長野",21,841,18,0,3,0
2020,4,9,"岐阜",76,1110,70,0,5,1
2020,4,9,"静岡",16,1389,13,0,3,0
2020,4,9,"愛知",299,3467,225,0,53,21
2020,4,9,"三重",15,861,10,0,5,0
2020,4,9,"滋賀",26,453,23,0,3,0
2020,4,9,"京都",159,1867,129,0,29,1
2020,4,9,"大阪",616,1792,465,0,118,6
2020,4,9,"兵庫",273,3496,203,0,58,12
2020,4,9,"奈良",34,509,26,0,8,0
2020,4,9,"和歌山",32,1756,16,0,15,1
2020,4,9,"鳥取",0,277,0,0,0,0
2020,4,9,"島根",1,191,1,0,0,0
2020,4,9,"岡山",16,564,16,0,0,0
2020,4,9,"広島",25,1638,22,0,3,0
2020,4,9,"山口",17,528,14,0,3,0
2020,4,9,"徳島",3,217,2,0,1,0
2020,4,9,"香川",3,441,3,0,0,0
2020,4,9,"愛媛",26,485,21,0,4,1
2020,4,9,"高知",47,709,35,0,12,0
2020,4,9,"福岡",187,3873,180,0,7,0
2020,4,9,"佐賀",11,334,10,0,1,0
2020,4,9,"長崎",14,880,12,0,2,0
2020,4,9,"熊本",23,1639,19,0,4,0
2020,4,9,"大分",41,2035,31,0,10,0
2020,4,9,"宮崎",16,545,13,0,3,0
2020,4,9,"鹿児島",3,483,3,0,0,0
2020,4,9,"沖縄",41,619,39,0,3,0
2020,4,10,"北海道",239,2690,80,0,148,11
2020,4,10,"青森",14,313,11,0,3,0
2020,4,10,"岩手",0,136,0,0,0,0
2020,4,10,"宮城",37,660,36,0,1,0
2020,4,10,"秋田",12,491,7,0,5,0
2020,4,10,"山形",27,782,27,0,0,0
2020,4,10,"福島",36,541,33,0,3,0
2020,4,10,"茨城",82,2221,72,0,7,3
2020,4,10,"栃木",31,1003,26,0,5,0
2020,4,10,"群馬",35,1490,29,0,5,1
2020,4,10,"埼玉",325,1973,295,0,25,5
2020,4,10,"千葉",375,1691,336,0,37,2
2020,4,10,"東京",1752,6144,1660,31,52,40
2020,4,10,"神奈川",438,2600,375,0,44,6
2020,4,10,"新潟",41,1587,17,0,24,0
2020,4,10,"富山",23,639,23,0,0,0
2020,4,10,"石川",92,562,87,0,5,0
2020,4,10,"福井",76,511,68,0,6,2
2020,4,10,"山梨",27,1013,25,0,2,0
2020,4,10,"長野",28,892,25,0,3,0
2020,4,10,"岐阜",82,1182,76,0,5,1
2020,4,10,"静岡",34,1426,31,0,3,0
2020,4,10,"愛知",313,3990,228,0,63,22
2020,4,10,"三重",15,906,10,0,5,0
2020,4,10,"滋賀",34,487,31,0,3,0
2020,4,10,"京都",168,1968,138,0,29,1
2020,4,10,"大阪",696,2133,570,0,121,6
2020,4,10,"兵庫",316,3691,245,0,59,12
2020,4,10,"奈良",37,523,29,0,8,0
2020,4,10,"和歌山",33,1877,17,0,15,1
2020,4,10,"鳥取",1,299,1,0,0,0
2020,4,10,"島根",2,205,2,0,0,0
2020,4,10,"岡山",16,595,15,0,1,0
2020,4,10,"広島",25,1714,22,0,3,0
2020,4,10,"山口",17,557,14,0,3,0
2020,4,10,"徳島",3,228,2,0,1,0
2020,4,10,"香川",4,480,4,0,0,0
2020,4,10,"愛媛",28,545,23,0,4,1
2020,4,10,"高知",52,781,40,0,12,0
2020,4,10,"福岡",224,4109,217,0,7,0
2020,4,10,"佐賀",12,356,11,0,1,0
2020,4,10,"長崎",14,933,12,0,2,0
2020,4,10,"熊本",23,1693,18,0,4,1
2020,4,10,"大分",42,2070,32,0,10,0
2020,4,10,"宮崎",16,585,13,0,3,0
2020,4,10,"鹿児島",3,523,3,0,0,0
2020,4,10,"沖縄",48,680,46,0,3,0
2020,4,11,"北海道",255,2836,86,0,158,11
2020,4,11,"青森",22,313,19,0,3,0
2020,4,11,"岩手",0,136,0,0,0,0
2020,4,11,"宮城",46,660,45,0,1,0
2020,4,11,"秋田",13,491,8,0,5,0
2020,4,11,"山形",32,782,32,0,0,0
2020,4,11,"福島",37,541,34,0,3,0
2020,4,11,"茨城",91,2221,80,0,8,3
2020,4,11,"栃木",32,1003,27,0,5,0
2020,4,11,"群馬",79,1495,72,0,5,2
2020,4,11,"埼玉",345,2216,315,0,25,5
2020,4,11,"千葉",411,1743,369,0,38,4
2020,4,11,"東京",1950,6647,1858,34,52,40
2020,4,11,"神奈川",514,2604,415,0,44,6
2020,4,11,"新潟",41,1587,17,0,24,0
2020,4,11,"富山",23,646,23,0,0,0
2020,4,11,"石川",104,562,99,0,5,0
2020,4,11,"福井",86,515,78,0,6,2
2020,4,11,"山梨",32,1013,30,0,2,0
2020,4,11,"長野",28,899,25,0,3,0
2020,4,11,"岐阜",91,1185,85,0,5,1
2020,4,11,"静岡",39,1426,36,0,3,0
2020,4,11,"愛知",317,3990,255,0,63,22
2020,4,11,"三重",17,906,12,0,5,0
2020,4,11,"滋賀",38,487,35,0,3,0
2020,4,11,"京都",181,1968,147,0,33,1
2020,4,11,"大阪",766,2362,640,0,121,6
2020,4,11,"兵庫",358,3830,286,0,59,13
2020,4,11,"奈良",39,539,31,0,8,0
2020,4,11,"和歌山",33,1989,15,0,17,1
2020,4,11,"鳥取",1,299,1,0,0,0
2020,4,11,"島根",6,205,6,0,0,0
2020,4,11,"岡山",16,595,15,0,1,0
2020,4,11,"広島",31,1754,28,0,3,0
2020,4,11,"山口",19,557,16,0,3,0
2020,4,11,"徳島",3,228,0,0,3,0
2020,4,11,"香川",4,480,3,0,1,0
2020,4,11,"愛媛",30,545,25,0,4,1
2020,4,11,"高知",54,814,41,0,13,0
2020,4,11,"福岡",332,4137,325,0,7,0
2020,4,11,"佐賀",12,367,11,0,1,0
2020,4,11,"長崎",14,933,12,0,2,0
2020,4,11,"熊本",23,1728,18,0,4,1
2020,4,11,"大分",42,2070,32,0,10,0
2020,4,11,"宮崎",17,612,14,0,3,0
2020,4,11,"鹿児島",4,523,4,0,0,0
2020,4,11,"沖縄",56,680,46,0,3,0
2020,4,12,"北海道",267,2836,98,0,158,11
2020,4,12,"青森",22,313,19,0,3,0
2020,4,12,"岩手",0,136,0,0,0,0
2020,4,12,"宮城",52,660,50,0,2,0
2020,4,12,"秋田",15,491,10,0,5,0
2020,4,12,"山形",34,782,34,0,0,0
2020,4,12,"福島",38,541,35,0,3,0
2020,4,12,"茨城",109,2221,97,0,9,3
2020,4,12,"栃木",35,1003,30,0,5,0
2020,4,12,"群馬",90,1495,83,0,5,2
2020,4,12,"埼玉",386,2216,355,0,26,5
2020,4,12,"千葉",455,1743,412,0,39,4
2020,4,12,"東京",2124,6704,2030,37,52,42
2020,4,12,"神奈川",545,2604,427,0,44,7
2020,4,12,"新潟",42,1587,18,0,24,0
2020,4,12,"富山",30,646,30,0,0,0
2020,4,12,"石川",113,562,108,0,5,0
2020,4,12,"福井",88,515,80,0,6,2
2020,4,12,"山梨",35,1013,33,0,2,0
2020,4,12,"長野",29,899,26,0,3,0
2020,4,12,"岐阜",105,1185,99,0,5,1
2020,4,12,"静岡",41,1426,38,0,3,0
2020,4,12,"愛知",319,3990,234,0,63,22
2020,4,12,"三重",17,906,8,0,9,0
2020,4,12,"滋賀",38,487,35,0,3,0
2020,4,12,"京都",193,1968,157,0,33,3
2020,4,12,"大阪",811,2362,679,0,127,6
2020,4,12,"兵庫",375,3830,303,0,59,13
2020,4,12,"奈良",41,539,33,0,8,0
2020,4,12,"和歌山",34,1989,16,0,17,1
2020,4,12,"鳥取",1,299,1,0,0,0
2020,4,12,"島根",7,205,7,0,0,0
2020,4,12,"岡山",16,595,15,0,1,0
2020,4,12,"広島",56,1754,53,0,3,0
2020,4,12,"山口",23,557,20,0,3,0
2020,4,12,"徳島",3,228,0,0,3,0
2020,4,12,"香川",8,480,7,0,1,0
2020,4,12,"愛媛",30,545,24,0,4,2
2020,4,12,"高知",60,814,46,0,14,0
2020,4,12,"福岡",362,4137,355,0,7,0
2020,4,12,"佐賀",13,367,12,0,1,0
2020,4,12,"長崎",14,933,12,0,2,0
2020,4,12,"熊本",28,1728,23,0,4,1
2020,4,12,"大分",42,2070,32,0,10,0
2020,4,12,"宮崎",17,612,14,0,3,0
2020,4,12,"鹿児島",4,523,4,0,0,0
2020,4,12,"沖縄",65,680,63,0,3,0
2020,4,13,"北海道",272,3257,100,0,161,11
2020,4,13,"青森",22,391,18,0,4,0
2020,4,13,"岩手",0,155,0,0,0,0
2020,4,13,"宮城",54,816,49,0,5,0
2020,4,13,"秋田",15,555,10,0,5,0
2020,4,13,"山形",35,932,35,0,0,0
2020,4,13,"福島",38,701,35,0,3,0
2020,4,13,"茨城",110,2501,97,0,10,3
2020,4,13,"栃木",36,1082,29,0,7,0
2020,4,13,"群馬",91,1717,84,0,5,2
2020,4,13,"埼玉",414,2415,383,0,26,5
2020,4,13,"千葉",474,2329,431,0,39,4
2020,4,13,"東京",2224,6954,2130,40,52,42
2020,4,13,"神奈川",560,3116,505,0,55,12
2020,4,13,"新潟",42,1670,17,0,25,0
2020,4,13,"富山",49,910,48,0,1,0
2020,4,13,"石川",121,718,116,0,5,0
2020,4,13,"福井",92,710,83,0,7,2
2020,4,13,"山梨",35,1157,33,0,2,0
2020,4,13,"長野",34,1068,30,0,4,0
2020,4,13,"岐阜",112,1442,106,0,5,1
2020,4,13,"静岡",46,1606,43,0,3,0
2020,4,13,"愛知",328,4201,242,0,63,23
2020,4,13,"三重",17,995,6,0,11,0
2020,4,13,"滋賀",40,552,35,0,5,0
2020,4,13,"京都",205,2225,169,0,33,3
2020,4,13,"大阪",835,3073,683,0,147,6
2020,4,13,"兵庫",384,4250,311,0,59,14
2020,4,13,"奈良",44,618,36,0,8,0
2020,4,13,"和歌山",34,2092,16,0,17,1
2020,4,13,"鳥取",1,378,1,0,0,0
2020,4,13,"島根",8,366,8,0,0,0
2020,4,13,"岡山",16,669,15,0,1,0
2020,4,13,"広島",57,2091,54,0,3,0
2020,4,13,"山口",24,657,19,0,5,0
2020,4,13,"徳島",3,236,0,0,3,0
2020,4,13,"香川",16,546,15,0,1,0
2020,4,13,"愛媛",37,631,31,0,4,2
2020,4,13,"高知",60,913,44,0,16,0
2020,4,13,"福岡",373,5051,366,0,7,0
2020,4,13,"佐賀",13,405,12,0,1,0
2020,4,13,"長崎",14,1106,12,0,2,0
2020,4,13,"熊本",28,1877,22,0,5,1
2020,4,13,"大分",43,2161,33,0,10,0
2020,4,13,"宮崎",17,703,14,0,3,0
2020,4,13,"鹿児島",4,614,4,0,0,0
2020,4,13,"沖縄",72,816,69,0,3,0
2020,4,14,"北海道",279,3297,106,0,161,12
2020,4,14,"青森",22,410,17,0,5,0
2020,4,14,"岩手",0,170,0,0,0,0
2020,4,14,"宮城",64,852,59,0,5,0
2020,4,14,"秋田",16,603,11,0,5,0
2020,4,14,"山形",39,1055,39,0,0,0
2020,4,14,"福島",39,706,36,0,3,0
2020,4,14,"茨城",116,2719,103,0,10,3
2020,4,14,"栃木",38,1121,31,0,7,0
2020,4,14,"群馬",97,1787,90,0,5,2
2020,4,14,"埼玉",433,3056,399,0,27,7
2020,4,14,"千葉",490,2447,440,0,45,5
2020,4,14,"東京",2383,7045,2284,40,52,47
2020,4,14,"神奈川",580,3306,525,0,55,14
2020,4,14,"新潟",45,1787,20,0,25,0
2020,4,14,"富山",54,956,53,0,1,0
2020,4,14,"石川",131,778,125,0,5,1
2020,4,14,"福井",92,765,82,0,8,2
2020,4,14,"山梨",36,1205,34,0,2,0
2020,4,14,"長野",35,1106,31,0,4,0
2020,4,14,"岐阜",127,1519,120,0,6,1
2020,4,14,"静岡",46,1647,43,0,3,0
2020,4,14,"愛知",338,4250,251,0,63,24
2020,4,14,"三重",19,1002,8,0,11,0
2020,4,14,"滋賀",51,599,46,0,5,0
2020,4,14,"京都",210,2275,173,0,34,3
2020,4,14,"大阪",894,3140,736,0,152,7
2020,4,14,"兵庫",403,4403,327,0,61,15
2020,4,14,"奈良",47,641,39,0,8,0
2020,4,14,"和歌山",35,2119,17,0,17,1
2020,4,14,"鳥取",1,432,1,0,0,0
2020,4,14,"島根",10,442,10,0,0,0
2020,4,14,"岡山",16,688,15,0,1,0
2020,4,14,"広島",66,2276,63,0,3,0
2020,4,14,"山口",25,738,20,0,5,0
2020,4,14,"徳島",3,248,0,0,3,0
2020,4,14,"香川",20,637,19,0,1,0
2020,4,14,"愛媛",39,653,33,0,4,2
2020,4,14,"高知",60,935,44,0,16,0
2020,4,14,"福岡",403,5195,371,0,32,0
2020,4,14,"佐賀",15,422,14,0,1,0
2020,4,14,"長崎",14,1142,12,0,2,0
2020,4,14,"熊本",29,1944,23,0,5,1
2020,4,14,"大分",43,2172,30,0,13,0
2020,4,14,"宮崎",17,733,14,0,3,0
2020,4,14,"鹿児島",4,628,4,0,0,0
2020,4,14,"沖縄",76,856,73,0,3,0
2020,4,15,"北海道",302,3473,128,0,161,13
2020,4,15,"青森",22,433,17,0,5,0
2020,4,15,"岩手",0,181,0,0,0,0
2020,4,15,"宮城",65,992,59,0,6,0
2020,4,15,"秋田",16,666,11,0,5,0
2020,4,15,"山形",45,1118,45,0,0,0
2020,4,15,"福島",40,786,37,0,3,0
2020,4,15,"茨城",119,2883,104,0,10,5
2020,4,15,"栃木",39,1167,32,0,7,0
2020,4,15,"群馬",107,1866,98,0,5,4
2020,4,15,"埼玉",479,3635,444,0,28,7
2020,4,15,"千葉",525,2688,475,0,45,5
2020,4,15,"東京",2510,7205,2405,42,52,53
2020,4,15,"神奈川",620,3476,544,0,55,15
2020,4,15,"新潟",46,1874,21,0,25,0
2020,4,15,"富山",54,1021,53,0,1,0
2020,4,15,"石川",140,826,131,0,5,4
2020,4,15,"福井",100,865,90,0,8,2
2020,4,15,"山梨",39,1295,37,0,2,0
2020,4,15,"長野",36,1159,32,0,4,0
2020,4,15,"岐阜",128,1626,115,0,12,1
2020,4,15,"静岡",47,1790,44,0,3,0
2020,4,15,"愛知",350,4784,260,0,66,24
2020,4,15,"三重",20,1039,9,0,11,0
2020,4,15,"滋賀",52,636,47,0,5,0
2020,4,15,"京都",215,2362,175,0,37,3
2020,4,15,"大阪",968,3504,806,0,155,8
2020,4,15,"兵庫",423,4640,347,0,61,15
2020,4,15,"奈良",53,676,43,0,9,1
2020,4,15,"和歌山",37,2197,17,0,19,1
2020,4,15,"鳥取",1,446,1,0,0,0
2020,4,15,"島根",13,517,13,0,0,0
2020,4,15,"岡山",16,722,15,0,1,0
2020,4,15,"広島",67,2334,64,0,3,0
2020,4,15,"山口",28,773,23,0,5,0
2020,4,15,"徳島",3,259,0,0,3,0
2020,4,15,"香川",20,721,19,0,1,0
2020,4,15,"愛媛",40,680,34,0,4,2
2020,4,15,"高知",62,1007,46,0,16,0
2020,4,15,"福岡",433,5667,382,0,45,6
2020,4,15,"佐賀",15,451,16,0,1,0
2020,4,15,"長崎",15,1221,13,0,2,0
2020,4,15,"熊本",31,2056,25,0,5,1
2020,4,15,"大分",50,2239,37,0,13,0
2020,4,15,"宮崎",17,790,13,0,4,0
2020,4,15,"鹿児島",4,699,4,0,0,0
2020,4,15,"沖縄",86,931,83,0,3,0
2020,4,16,"北海道",336,3625,159,0,163,14
2020,4,16,"青森",22,447,17,0,5,0
2020,4,16,"岩手",0,205,0,0,0,0
2020,4,16,"宮城",75,1109,67,0,8,0
2020,4,16,"秋田",16,688,11,0,5,0
2020,4,16,"山形",50,1276,50,0,0,0
2020,4,16,"福島",49,924,46,0,3,0
2020,4,16,"茨城",123,2883,108,0,10,5
2020,4,16,"栃木",42,1233,34,0,8,0
2020,4,16,"群馬",109,1924,100,0,5,4
2020,4,16,"埼玉",535,3836,494,0,32,9
2020,4,16,"千葉",539,3006,482,0,51,6
2020,4,16,"東京",2661,7715,2553,50,52,56
2020,4,16,"神奈川",675,3682,602,0,55,16
2020,4,16,"新潟",47,1910,18,0,29,0
2020,4,16,"富山",65,1177,63,0,2,0
2020,4,16,"石川",146,903,137,0,5,4
2020,4,16,"福井",103,918,93,0,8,2
2020,4,16,"山梨",43,1367,34,0,9,0
2020,4,16,"長野",45,1219,41,0,4,0
2020,4,16,"岐阜",132,1727,115,0,16,1
2020,4,16,"静岡",48,1867,43,0,5,0
2020,4,16,"愛知",364,5008,274,0,66,24
2020,4,16,"三重",26,1092,14,0,11,1
2020,4,16,"滋賀",57,715,48,0,8,1
2020,4,16,"京都",225,2464,183,0,39,3
2020,4,16,"大阪",1020,3903,838,0,175,8
2020,4,16,"兵庫",453,4851,373,0,63,17
2020,4,16,"奈良",54,733,44,0,9,1
2020,4,16,"和歌山",38,2239,18,0,19,1
2020,4,16,"鳥取",1,477,1,0,0,0
2020,4,16,"島根",14,558,14,0,0,0
2020,4,16,"岡山",18,748,17,0,1,0
2020,4,16,"広島",118,2733,115,0,3,0
2020,4,16,"山口",29,885,24,0,5,0
2020,4,16,"徳島",3,277,0,0,3,0
2020,4,16,"香川",21,833,20,0,1,0
2020,4,16,"愛媛",41,708,35,0,4,2
2020,4,16,"高知",62,1039,43,0,18,1
2020,4,16,"福岡",459,6110,401,0,52,6
2020,4,16,"佐賀",15,489,14,0,1,0
2020,4,16,"長崎",16,1258,14,0,2,0
2020,4,16,"熊本",31,2131,25,0,5,1
2020,4,16,"大分",50,2325,32,0,17,1
2020,4,16,"宮崎",17,802,13,0,4,0
2020,4,16,"鹿児島",4,699,3,0,1,0
2020,4,16,"沖縄",94,1025,79,0,6,1
2020,4,17,"北海道",370,3735,185,0,171,14
2020,4,17,"青森",22,468,17,0,5,0
2020,4,17,"岩手",0,212,0,0,0,0
2020,4,17,"宮城",79,1203,71,0,8,0
2020,4,17,"秋田",16,706,11,0,5,0
2020,4,17,"山形",58,1415,58,0,0,0
2020,4,17,"福島",52,924,49,0,3,0
2020,4,17,"茨城",131,3159,115,0,11,5
2020,4,17,"栃木",44,1328,36,0,8,0
2020,4,17,"群馬",114,1959,105,0,5,4
2020,4,17,"埼玉",575,3836,534,0,32,9
2020,4,17,"千葉",609,3286,549,0,54,6
2020,4,17,"東京",2867,8044,2752,54,52,63
2020,4,17,"神奈川",709,3888,639,0,55,16
2020,4,17,"新潟",53,2024,24,0,29,0
2020,4,17,"富山",69,1274,67,0,2,0
2020,4,17,"石川",160,977,151,0,5,4
2020,4,17,"福井",104,955,94,0,8,2
2020,4,17,"山梨",46,1435,37,0,9,0
2020,4,17,"長野",47,1271,43,0,4,0
2020,4,17,"岐阜",136,1892,118,0,16,2
2020,4,17,"静岡",50,2011,46,0,5,0
2020,4,17,"愛知",374,5008,284,0,66,24
2020,4,17,"三重",32,1144,20,0,11,1
2020,4,17,"滋賀",68,760,57,0,10,1
2020,4,17,"京都",235,2565,179,0,53,3
2020,4,17,"大阪",1075,4373,885,0,182,9
2020,4,17,"兵庫",480,5060,400,0,63,17
2020,4,17,"奈良",56,777,43,0,12,1
2020,4,17,"和歌山",39,2263,19,0,19,1
2020,4,17,"鳥取",1,543,1,0,0,0
2020,4,17,"島根",15,606,15,0,0,0
2020,4,17,"岡山",18,775,17,0,1,0
2020,4,17,"広島",124,2733,116,0,8,0
2020,4,17,"山口",30,977,25,0,5,0
2020,4,17,"徳島",3,298,0,0,3,0
2020,4,17,"香川",24,967,23,0,1,0
2020,4,17,"愛媛",41,708,35,0,4,2
2020,4,17,"高知",63,1039,44,0,18,1
2020,4,17,"福岡",476,6414,401,0,66,9
2020,4,17,"佐賀",16,513,15,0,1,0
2020,4,17,"長崎",16,1325,15,0,2,0
2020,4,17,"熊本",35,2204,28,0,6,1
2020,4,17,"大分",54,2399,36,0,17,1
2020,4,17,"宮崎",17,841,13,0,4,0
2020,4,17,"鹿児島",6,732,5,0,1,0
2020,4,17,"沖縄",101,1030,94,0,6,1
2020,4,18,"北海道",407,3768,220,0,171,16
2020,4,18,"青森",22,483,16,0,6,0
2020,4,18,"岩手",0,212,0,0,0,0
2020,4,18,"宮城",83,1203,75,0,8,0
2020,4,18,"秋田",16,706,11,0,5,0
2020,4,18,"山形",60,1415,50,0,10,0
2020,4,18,"福島",60,924,57,0,3,0
2020,4,18,"茨城",135,3159,116,0,14,5
2020,4,18,"栃木",44,1330,36,0,8,0
2020,4,18,"群馬",120,1970,111,0,5,4
2020,4,18,"埼玉",610,3836,569,0,32,9
2020,4,18,"千葉",643,3308,569,0,67,7
2020,4,18,"東京",3053,8403,2933,55,52,68
2020,4,18,"神奈川",753,3911,670,0,68,16
2020,4,18,"新潟",56,2024,27,0,29,0
2020,4,18,"富山",79,1274,77,0,2,0
2020,4,18,"石川",173,977,164,0,5,4
2020,4,18,"福井",106,955,94,0,8,4
2020,4,18,"山梨",48,1435,39,0,9,0
2020,4,18,"長野",47,1273,43,0,4,0
2020,4,18,"岐阜",137,1892,119,0,16,2
2020,4,18,"静岡",50,2011,42,0,8,0
2020,4,18,"愛知",391,5008,301,0,66,24
2020,4,18,"三重",35,1144,23,0,11,1
2020,4,18,"滋賀",70,760,59,0,10,1
2020,4,18,"京都",242,2565,186,0,53,3
2020,4,18,"大阪",1163,4383,934,0,220,10
2020,4,18,"兵庫",502,5070,420,0,65,17
2020,4,18,"奈良",60,777,47,0,12,1
2020,4,18,"和歌山",40,2274,20,0,19,1
